obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,Collision
0,star,circle,medium,low,low,90.78,33.1,61.1,24.96,1,hexagon,square,high,medium,high,46.1,29.06,76.85,30.37,Да
0,circle,circle,low,medium,high,72.98,83.75,62.42,87.77,0,star,star,low,low,medium,32.59,29.75,22.16,98.29,Нет
0,star,triangle,medium,high,medium,73.55,30.99,13.2,81.31,1,star,square,medium,high,medium,47.57,29.63,26.95,27.41,Да
0,circle,star,high,low,high,8.0,50.75,75.62,95.78,1,star,circle,high,high,high,60.28,72.56,24.27,20.27,Да
1,square,square,low,low,medium,35.95,40.13,27.59,88.38,0,square,circle,low,high,high,98.6,22.98,99.17,44.22,Нет
0,triangle,star,low,medium,medium,85.84,85.51,90.5,93.33,0,triangle,circle,low,medium,high,93.78,0.09,19.74,5.68,Нет
1,triangle,triangle,high,high,medium,23.26,43.19,81.79,85.87,1,square,square,high,medium,low,86.22,71.52,57.55,97.85,Да
1,hexagon,circle,high,low,medium,11.55,38.61,34.63,69.34,0,star,square,low,high,high,88.91,17.12,92.53,58.84,Да
1,square,triangle,low,medium,high,32.61,68.98,80.77,17.03,0,triangle,hexagon,high,medium,low,46.78,10.45,14.69,55.7,Да
1,triangle,hexagon,high,low,high,22.04,60.24,35.64,27.17,1,triangle,star,low,medium,medium,65.74,23.75,97.09,65.58,Да
1,hexagon,hexagon,medium,low,high,92.53,10.72,10.09,21.27,1,star,star,medium,high,low,89.51,37.99,94.75,49.7,Да
0,square,star,medium,low,high,86.8,50.82,96.19,60.36,1,triangle,hexagon,high,high,high,39.3,47.59,88.46,3.21,Да
1,triangle,star,low,medium,low,49.97,73.55,65.26,50.36,0,triangle,hexagon,medium,medium,low,96.18,4.46,21.46,61.23,Нет
1,circle,square,medium,high,medium,6.13,99.21,45.61,86.71,0,square,circle,high,high,high,41.58,97.06,63.41,71.62,Да
0,star,square,medium,medium,medium,71.46,62.91,39.78,95.27,1,triangle,hexagon,low,high,low,60.11,71.61,76.09,41.67,Да
0,square,hexagon,low,high,medium,62.34,37.03,32.47,40.49,0,star,square,medium,high,medium,70.98,32.32,98.6,75.73,Да
1,hexagon,circle,high,low,low,97.06,22.62,98.14,50.64,1,circle,triangle,low,high,low,95.06,31.87,18.04,22.7,Да
1,square,triangle,low,high,high,55.9,87.28,13.47,97.15,0,circle,square,high,medium,medium,24.46,44.85,76.6,22.13,Да
0,hexagon,square,medium,low,medium,33.64,81.46,31.48,27.62,1,circle,hexagon,high,high,high,74.61,62.62,33.88,16.14,Да
1,square,square,low,low,high,51.9,23.39,48.55,79.24,0,star,star,high,low,medium,52.08,14.64,17.56,37.2,Да
0,hexagon,circle,low,medium,high,97.93,20.06,47.8,22.52,1,circle,square,high,high,high,26.86,18.89,42.14,84.7,Да
0,triangle,circle,medium,low,low,69.64,71.51,47.14,68.15,0,square,star,high,low,high,77.66,85.94,79.38,82.79,Да
1,circle,star,medium,medium,low,67.2,31.5,17.58,25.36,0,star,square,medium,high,medium,55.22,25.63,46.48,38.28,Да
0,triangle,triangle,low,high,high,24.07,30.64,14.49,88.37,1,star,star,high,low,medium,66.1,38.02,53.75,58.91,Да
1,circle,circle,medium,high,medium,74.36,15.23,25.48,56.15,0,star,square,low,low,low,32.29,87.13,99.52,72.08,Да
1,triangle,square,medium,low,medium,75.03,26.4,91.45,18.59,0,triangle,star,medium,high,low,48.13,66.31,39.91,24.12,Да
1,triangle,square,medium,medium,low,31.73,42.75,11.31,22.44,1,triangle,triangle,low,high,medium,61.74,34.17,61.54,16.81,Да
0,square,hexagon,medium,low,low,48.37,73.28,75.74,49.38,0,triangle,circle,high,high,medium,40.49,68.37,36.52,97.21,Да
1,star,circle,medium,medium,low,29.46,33.63,75.75,96.16,0,hexagon,square,low,low,medium,19.84,1.97,39.28,61.76,Да
0,hexagon,star,medium,medium,low,25.87,32.86,80.98,76.96,0,square,triangle,medium,medium,medium,96.16,73.56,69.56,98.14,Нет
1,hexagon,triangle,high,medium,low,2.59,28.49,88.66,48.83,1,star,circle,medium,medium,high,51.15,48.7,93.79,33.78,Да
1,hexagon,star,low,high,low,28.52,47.83,26.3,33.77,1,star,square,medium,high,medium,73.39,81.32,54.24,70.3,Да
0,circle,square,medium,medium,low,55.4,18.06,22.46,54.93,1,triangle,triangle,low,medium,medium,41.1,95.46,76.84,22.26,Да
1,hexagon,star,low,high,medium,0.16,48.56,46.55,74.84,1,star,triangle,medium,medium,medium,35.51,92.58,8.92,26.12,Да
1,hexagon,square,high,medium,low,28.32,70.42,26.51,78.39,1,star,triangle,low,high,medium,40.72,90.93,21.12,51.19,Да
0,square,square,medium,high,low,88.14,2.98,73.43,32.46,0,circle,hexagon,high,low,high,40.92,51.22,50.21,31.96,Нет
0,triangle,square,low,high,medium,59.36,0.98,63.59,72.12,0,star,star,high,high,low,54.42,36.01,2.0,16.76,Да
0,hexagon,square,medium,high,medium,60.79,7.51,87.5,65.78,1,hexagon,circle,low,medium,low,54.35,46.5,25.29,26.29,Да
1,star,square,medium,low,high,40.34,53.57,8.27,95.91,0,triangle,star,medium,low,low,49.72,68.99,51.74,3.57,Да
0,hexagon,hexagon,medium,medium,low,67.65,85.45,91.51,93.11,0,square,star,low,medium,low,13.48,88.4,1.5,70.44,Да
0,circle,star,medium,low,low,18.99,0.49,29.33,78.94,0,square,star,low,low,low,49.61,20.7,26.45,49.21,Да
1,circle,hexagon,medium,medium,low,81.87,93.67,49.07,72.34,0,circle,triangle,low,medium,high,16.91,91.82,51.4,9.42,Нет
0,circle,hexagon,medium,medium,low,11.67,10.63,43.86,27.4,1,square,star,high,high,low,12.61,81.52,57.31,17.17,Да
1,hexagon,circle,medium,low,high,65.6,84.2,76.03,84.6,1,square,hexagon,low,medium,high,93.26,97.89,92.58,10.25,Да
1,square,circle,high,high,medium,34.11,48.29,42.03,42.75,0,triangle,square,high,medium,high,60.5,88.03,64.53,61.26,Да
0,star,circle,high,medium,medium,74.75,65.94,94.36,27.22,0,triangle,triangle,low,low,low,65.95,27.99,41.47,9.42,Да
1,hexagon,triangle,medium,high,low,54.98,51.07,90.25,38.42,1,hexagon,circle,high,medium,low,40.18,10.6,93.04,75.43,Да
0,square,circle,medium,low,low,45.24,47.7,87.22,83.59,0,circle,square,low,high,low,90.9,11.22,78.49,2.05,Да
0,square,star,high,high,low,16.94,83.49,7.13,14.86,0,square,square,low,high,medium,63.79,29.12,20.0,24.94,Нет
0,hexagon,hexagon,high,medium,high,63.68,75.59,85.43,45.62,0,hexagon,square,medium,high,high,76.92,61.42,13.08,89.07,Да
0,hexagon,star,high,medium,high,97.48,48.34,78.16,49.24,1,circle,star,medium,low,low,36.86,80.43,67.58,71.85,Да
1,square,circle,medium,medium,medium,82.56,11.16,10.35,3.66,1,square,star,low,low,medium,96.0,89.93,55.99,7.3,Нет
1,square,triangle,low,low,low,6.0,11.54,10.74,19.57,0,square,triangle,low,medium,high,82.05,62.38,78.97,82.11,Нет
0,square,triangle,low,medium,low,37.62,80.15,10.12,82.67,0,triangle,star,low,medium,medium,85.39,0.56,73.88,49.3,Нет
0,hexagon,hexagon,low,low,low,92.56,52.94,1.13,83.08,0,star,star,low,medium,medium,17.22,18.63,62.52,84.68,Нет
1,square,star,low,high,low,50.3,48.16,54.86,29.24,0,circle,star,medium,low,low,27.1,9.97,98.64,60.07,Да
0,circle,square,medium,medium,high,66.21,68.06,97.34,87.49,0,square,triangle,high,low,high,28.56,36.33,53.36,68.18,Да
1,hexagon,star,low,medium,medium,91.26,85.88,43.87,77.18,0,circle,triangle,low,medium,medium,27.09,50.14,11.31,99.35,Нет
0,circle,circle,high,medium,medium,87.38,62.89,54.08,41.79,1,hexagon,hexagon,medium,low,high,85.54,4.34,82.83,23.23,Да
1,triangle,square,high,high,high,50.18,76.28,96.8,74.84,1,hexagon,hexagon,low,low,low,3.19,34.85,25.19,62.39,Да
1,hexagon,triangle,low,medium,low,43.76,76.53,25.52,96.13,0,star,hexagon,low,high,high,7.61,17.92,77.73,46.03,Нет
1,triangle,hexagon,high,low,medium,33.97,35.63,85.85,45.9,1,square,hexagon,high,high,medium,27.39,64.71,95.71,3.95,Да
0,square,hexagon,medium,high,medium,71.9,27.41,54.64,23.84,0,triangle,square,low,medium,medium,19.99,46.43,69.68,1.45,Да
0,square,triangle,low,high,high,28.7,80.12,56.95,94.18,0,square,square,low,medium,high,23.19,49.53,59.6,11.92,Да
0,star,circle,low,high,low,24.99,37.72,34.32,60.37,1,circle,hexagon,high,high,medium,79.79,42.77,46.04,64.91,Да
0,square,triangle,medium,high,medium,35.62,90.33,56.16,10.53,1,hexagon,hexagon,high,low,medium,56.31,95.6,36.44,56.72,Да
0,triangle,circle,high,high,low,17.72,6.97,7.31,57.27,0,circle,circle,high,medium,medium,0.58,21.47,35.3,55.34,Да
1,square,square,medium,low,medium,69.51,5.82,76.46,50.06,0,star,square,high,medium,low,42.93,51.67,63.64,3.19,Да
1,hexagon,triangle,medium,high,high,61.62,92.7,28.47,85.56,1,hexagon,circle,medium,medium,low,40.79,73.6,75.13,46.93,Да
1,square,circle,high,medium,low,48.29,64.85,88.76,53.07,1,triangle,circle,medium,low,medium,11.39,55.68,67.85,92.46,Да
1,star,square,medium,high,high,39.03,37.96,36.79,25.52,0,hexagon,star,medium,high,high,67.61,92.9,19.84,39.76,Да
1,square,triangle,high,high,medium,90.91,75.51,14.28,67.56,0,square,triangle,low,medium,low,70.21,37.8,49.4,62.49,Да
1,triangle,hexagon,high,high,high,2.91,67.23,69.59,54.26,0,square,square,high,high,high,72.09,46.37,79.16,77.98,Да
1,triangle,triangle,medium,high,high,76.91,53.12,16.46,23.3,1,hexagon,hexagon,high,high,medium,72.85,8.85,47.57,78.39,Да
0,square,star,high,high,high,90.19,9.89,75.37,57.36,0,star,hexagon,medium,low,medium,0.01,60.9,53.66,51.93,Нет
1,triangle,triangle,medium,low,medium,44.64,81.22,96.81,82.15,1,square,triangle,low,low,high,95.39,28.82,77.11,85.8,Да
0,triangle,star,high,low,low,55.07,86.6,77.96,2.86,0,square,square,low,low,low,81.42,16.03,66.13,39.14,Нет
1,star,square,low,high,high,94.45,17.22,2.24,63.09,1,triangle,hexagon,low,low,high,90.4,54.45,40.93,88.87,Да
1,hexagon,triangle,high,low,low,21.23,85.05,59.99,34.96,1,hexagon,hexagon,medium,low,high,1.56,53.23,89.54,24.02,Да
0,star,square,high,medium,medium,52.01,87.78,69.54,29.27,1,square,star,low,low,medium,93.39,7.59,16.26,28.02,Да
1,circle,square,medium,high,low,47.47,54.94,82.55,39.26,1,star,circle,low,medium,low,80.98,69.82,99.55,5.31,Да
0,star,circle,high,medium,high,25.84,65.62,5.6,34.2,0,circle,hexagon,low,high,high,83.72,62.38,11.89,79.56,Да
1,square,square,low,medium,high,81.86,38.22,48.01,83.22,1,hexagon,square,high,low,low,9.33,18.9,1.49,41.71,Да
0,hexagon,square,low,high,high,89.96,28.18,53.54,27.48,1,triangle,triangle,medium,medium,medium,73.88,46.94,89.0,22.91,Да
1,square,triangle,high,medium,high,78.19,72.2,16.91,73.32,1,square,star,high,high,low,95.99,72.03,24.5,23.18,Да
0,circle,triangle,high,medium,high,19.54,86.19,32.24,9.41,0,star,square,high,low,medium,67.85,52.94,72.97,90.14,Да
0,hexagon,hexagon,low,medium,high,8.67,65.41,44.02,95.14,0,hexagon,star,medium,low,low,57.06,39.55,81.1,83.39,Да
1,triangle,circle,medium,high,medium,60.54,51.16,83.32,62.23,0,star,circle,high,medium,high,94.56,32.23,85.9,55.35,Да
1,star,square,low,high,medium,5.71,15.89,92.94,70.67,0,star,hexagon,low,high,medium,44.29,61.04,99.16,61.61,Да
0,square,circle,low,medium,medium,67.28,5.35,62.84,29.8,0,triangle,square,low,low,high,59.93,93.91,29.4,47.43,Нет
1,circle,star,high,high,low,53.04,44.57,39.49,41.21,0,hexagon,triangle,low,high,medium,47.63,67.17,71.02,39.17,Да
0,triangle,square,high,high,low,66.28,4.93,25.4,22.38,1,square,circle,low,medium,low,93.28,7.47,11.54,91.55,Да
1,star,circle,low,medium,medium,59.02,56.93,98.21,93.25,1,triangle,circle,medium,low,low,7.61,46.07,40.68,12.56,Да
0,triangle,hexagon,medium,high,low,42.27,38.27,98.3,48.81,1,square,star,high,high,medium,50.11,89.08,84.8,41.84,Да
1,star,hexagon,low,low,low,20.09,75.72,92.5,63.04,0,circle,circle,high,medium,medium,68.7,9.45,36.77,34.46,Да
0,hexagon,square,low,high,high,30.57,30.56,78.57,73.43,1,star,square,low,medium,medium,79.19,98.89,59.11,49.82,Нет
1,triangle,star,medium,low,high,52.45,59.3,32.58,37.11,1,circle,star,low,low,low,58.3,94.91,50.38,45.76,Да
0,triangle,hexagon,low,medium,low,65.19,53.77,81.7,72.01,0,star,circle,high,high,medium,90.89,7.83,64.6,51.89,Да
0,triangle,hexagon,low,high,low,77.95,0.47,40.88,67.6,1,triangle,triangle,medium,low,medium,94.2,93.34,97.29,13.99,Нет
1,hexagon,star,high,medium,medium,76.72,7.24,32.68,70.57,0,square,square,high,low,high,6.43,36.31,5.57,51.31,Да
1,circle,circle,medium,medium,low,97.27,29.04,74.49,48.92,1,square,triangle,low,high,medium,40.24,84.47,57.4,24.24,Да
0,star,hexagon,high,medium,high,28.58,88.22,7.97,38.29,0,triangle,triangle,low,high,high,2.35,41.84,86.3,18.43,Да
0,triangle,triangle,high,medium,low,7.11,14.7,4.86,22.21,0,hexagon,star,medium,high,high,32.94,44.09,48.14,6.48,Да
0,hexagon,hexagon,medium,medium,medium,34.57,71.09,44.8,82.46,0,circle,hexagon,high,medium,high,53.69,63.42,7.85,76.27,Да
0,circle,circle,medium,high,high,74.33,97.34,44.56,60.84,1,circle,star,medium,medium,low,91.08,77.45,56.05,42.74,Да
1,star,circle,low,low,high,43.81,79.06,89.56,44.44,1,square,square,medium,high,high,84.66,3.38,33.21,62.66,Да
0,hexagon,square,high,high,high,81.78,24.29,12.62,94.4,0,square,square,low,medium,medium,12.75,59.32,15.49,72.76,Нет
0,star,triangle,medium,high,high,54.93,90.84,12.33,4.78,0,square,star,high,low,low,9.3,18.67,84.9,67.93,Нет
0,triangle,circle,high,high,low,92.98,9.31,14.75,85.02,1,triangle,hexagon,low,high,low,58.93,34.59,52.16,47.05,Да
1,circle,star,high,high,medium,94.79,46.81,2.97,99.76,1,hexagon,star,high,low,low,53.21,34.8,93.33,38.79,Да
0,hexagon,triangle,medium,low,low,6.93,88.75,7.17,88.69,0,circle,square,low,high,low,26.64,46.91,80.6,37.6,Да
1,circle,triangle,low,high,low,45.64,64.13,65.99,81.04,1,star,hexagon,low,low,low,89.95,33.41,69.3,64.0,Да
1,triangle,star,high,medium,high,60.97,41.36,43.16,37.43,1,triangle,square,high,high,low,92.74,10.74,0.5,49.48,Да
1,circle,hexagon,medium,high,medium,25.59,29.28,76.36,23.13,1,circle,hexagon,high,low,low,40.26,14.56,42.78,84.91,Да
1,circle,star,low,high,high,40.71,37.51,99.26,73.49,0,hexagon,hexagon,low,high,high,89.03,3.34,19.75,87.47,Да
1,square,star,high,low,low,67.77,50.89,65.9,30.46,0,triangle,star,high,high,medium,38.39,47.02,91.08,17.06,Да
1,circle,hexagon,medium,low,low,22.67,31.9,5.05,17.6,1,circle,star,low,medium,medium,73.68,95.44,17.46,13.62,Нет
1,star,hexagon,high,medium,high,60.2,96.9,10.46,78.65,0,triangle,star,high,low,high,47.59,11.57,28.61,63.04,Да
0,hexagon,hexagon,medium,high,low,69.74,93.31,88.1,31.25,1,circle,hexagon,low,medium,high,12.26,94.63,51.68,30.12,Да
0,square,hexagon,medium,high,low,9.05,87.07,52.75,91.44,1,circle,hexagon,low,low,low,92.79,73.34,26.34,1.86,Да
1,hexagon,hexagon,high,high,high,49.75,42.18,82.48,84.06,0,hexagon,square,low,medium,low,45.41,63.75,20.99,88.86,Да
0,hexagon,star,high,medium,low,26.31,69.13,85.66,84.76,0,star,triangle,medium,high,high,73.45,64.53,59.91,22.69,Да
0,triangle,square,medium,low,medium,72.44,90.28,92.77,77.16,0,hexagon,star,high,medium,low,36.72,82.67,8.89,92.93,Да
1,triangle,square,low,medium,high,18.96,85.04,94.98,88.09,1,circle,square,low,medium,medium,1.89,10.69,5.82,71.74,Нет
0,square,circle,high,high,medium,89.22,41.43,55.48,80.57,1,triangle,square,medium,high,medium,10.05,50.48,37.22,76.27,Да
1,triangle,square,medium,low,low,43.09,11.24,34.1,60.25,0,hexagon,circle,low,medium,low,49.62,69.71,72.07,20.15,Да
0,triangle,square,medium,low,low,19.8,7.56,96.19,29.58,0,star,star,medium,high,low,69.0,58.68,55.48,23.42,Нет
1,triangle,star,low,medium,high,43.8,57.71,54.74,88.82,0,circle,square,low,low,low,33.47,83.28,42.29,52.13,Да
1,hexagon,hexagon,low,low,low,40.87,64.26,6.43,84.06,1,hexagon,circle,low,medium,medium,69.55,7.23,56.58,17.21,Нет
0,square,hexagon,low,low,high,42.89,84.98,64.28,47.29,1,hexagon,star,medium,high,low,69.86,69.07,36.55,30.54,Да
0,hexagon,star,high,high,high,58.56,29.25,58.77,3.91,1,hexagon,hexagon,medium,high,high,70.39,53.4,93.61,32.15,Да
1,star,square,medium,high,high,52.12,16.75,89.58,63.85,0,hexagon,circle,high,medium,low,49.25,37.92,5.49,15.96,Да
1,hexagon,star,medium,low,high,14.98,37.9,65.32,5.06,0,triangle,hexagon,high,low,high,91.49,34.03,67.34,20.52,Да
1,star,circle,medium,low,high,6.56,35.36,34.91,92.63,1,star,triangle,medium,medium,low,48.92,62.08,89.13,78.86,Да
0,circle,hexagon,low,medium,medium,72.94,13.25,96.62,96.16,0,star,triangle,high,high,low,45.03,89.1,80.39,16.72,Нет
0,circle,triangle,medium,medium,high,55.97,67.23,80.16,18.95,0,circle,triangle,medium,low,medium,19.94,49.62,18.4,2.85,Да
0,star,circle,high,low,medium,35.9,50.87,63.04,67.64,0,square,triangle,high,medium,high,30.77,82.47,29.59,62.94,Да
0,star,circle,low,high,low,80.84,72.11,29.29,9.23,0,triangle,square,low,high,high,4.23,40.22,71.7,97.6,Нет
1,hexagon,star,low,low,high,38.81,35.27,37.35,72.95,1,circle,triangle,high,medium,high,63.35,10.24,8.43,33.12,Да
1,star,square,low,low,low,79.6,32.57,67.0,34.73,0,circle,square,low,low,medium,24.85,6.15,81.19,11.87,Нет
1,square,hexagon,low,high,high,30.58,47.26,7.2,68.11,1,hexagon,square,low,low,high,30.42,5.13,71.89,57.04,Да
1,circle,triangle,high,high,medium,7.28,87.74,25.67,37.29,1,square,star,high,low,medium,77.08,38.02,72.96,90.64,Да
0,circle,circle,medium,medium,medium,93.26,4.03,71.39,14.56,0,square,square,medium,low,low,32.72,33.72,10.02,78.41,Нет
1,star,triangle,high,medium,medium,39.46,80.48,48.0,40.61,1,triangle,square,low,low,low,24.22,71.79,71.78,62.25,Да
1,triangle,square,medium,medium,low,79.27,36.9,40.24,11.27,1,square,triangle,low,medium,high,16.91,74.28,67.98,31.51,Да
0,triangle,square,high,medium,high,27.91,85.46,15.15,57.69,0,circle,square,high,low,low,77.49,5.09,83.09,54.19,Нет
0,star,triangle,low,high,low,64.64,80.22,44.18,4.1,1,square,hexagon,medium,low,low,12.97,22.11,4.16,9.12,Да
1,square,hexagon,low,low,medium,87.33,34.88,77.07,52.73,1,square,triangle,medium,high,high,45.38,27.43,2.31,67.89,Да
0,triangle,square,high,medium,low,4.16,69.39,26.4,88.64,1,star,circle,high,low,low,50.69,54.76,37.3,72.51,Да
1,star,triangle,high,medium,medium,83.06,15.96,0.54,83.79,1,circle,triangle,medium,high,high,68.74,14.45,14.88,96.5,Да
0,square,circle,medium,high,medium,57.13,89.63,66.85,88.28,1,square,square,high,high,high,63.33,13.39,55.84,26.04,Нет
0,square,triangle,high,high,medium,60.75,40.45,97.26,92.2,1,square,hexagon,high,high,low,81.07,94.38,91.73,1.85,Да
1,hexagon,triangle,high,low,high,52.32,45.56,60.68,10.45,1,hexagon,triangle,high,medium,low,4.48,80.42,39.15,54.56,Да
0,square,star,medium,low,high,87.45,70.58,11.99,12.87,1,square,hexagon,low,medium,low,29.64,18.07,84.5,70.68,Нет
1,triangle,square,medium,high,medium,4.34,82.08,32.07,55.7,0,square,circle,low,high,low,28.01,40.66,0.02,79.04,Да
0,triangle,hexagon,medium,medium,low,26.1,23.63,86.76,89.4,0,star,circle,low,medium,low,14.6,35.56,16.85,19.37,Да
0,star,hexagon,high,medium,low,87.58,66.14,23.26,97.43,0,circle,star,high,low,medium,28.92,79.1,3.04,26.18,Нет
0,star,star,medium,medium,high,75.23,39.2,60.77,4.63,1,triangle,star,low,medium,low,30.98,51.02,32.81,51.26,Да
0,square,hexagon,low,low,medium,1.76,36.87,40.27,35.58,1,circle,triangle,low,low,medium,52.19,12.78,90.82,33.06,Да
0,circle,triangle,low,medium,low,51.7,69.0,20.78,21.29,1,hexagon,star,low,low,high,66.37,73.9,9.7,86.05,Да
1,hexagon,star,low,medium,medium,52.96,38.72,81.34,75.6,0,circle,hexagon,high,medium,low,38.11,39.69,60.64,47.38,Да
0,circle,circle,high,high,low,40.09,34.61,74.28,64.02,0,square,star,high,medium,low,71.95,26.29,45.15,79.96,Да
1,square,square,low,medium,high,29.74,83.59,66.16,11.99,0,hexagon,hexagon,high,high,low,33.62,37.55,93.85,58.06,Да
0,square,square,high,high,medium,68.17,10.13,23.63,48.35,1,circle,star,low,medium,high,29.03,49.78,12.25,77.31,Да
1,circle,square,high,medium,medium,20.78,67.59,9.79,68.54,0,hexagon,star,medium,medium,medium,54.12,34.31,21.2,33.27,Да
0,hexagon,triangle,low,low,low,79.89,24.87,57.62,77.9,0,triangle,star,low,medium,medium,2.37,24.19,2.95,83.14,Нет
1,circle,circle,medium,medium,low,80.3,1.55,55.37,2.01,1,circle,square,low,low,low,7.98,39.85,43.39,27.46,Нет
1,star,star,high,medium,low,41.53,16.68,18.84,89.05,0,square,square,high,low,low,41.8,1.92,27.78,54.61,Да
0,triangle,star,low,high,medium,28.35,60.67,5.62,56.93,1,hexagon,star,high,low,low,94.29,77.25,86.99,21.4,Да
0,star,square,high,high,high,28.39,70.91,8.07,81.19,0,star,hexagon,low,high,low,72.15,17.09,60.49,47.55,Нет
0,triangle,circle,medium,high,high,48.23,2.11,99.28,80.79,1,hexagon,triangle,low,high,high,8.81,4.39,61.41,31.82,Да
1,square,circle,medium,medium,low,71.96,3.64,78.36,18.99,1,star,circle,medium,high,low,84.63,65.37,53.19,26.67,Да
1,hexagon,circle,low,medium,high,35.89,90.25,92.2,11.02,1,square,square,medium,low,high,73.23,77.39,9.19,96.7,Да
0,circle,hexagon,high,low,low,61.0,7.33,19.51,72.13,1,triangle,star,high,medium,low,61.09,81.38,44.5,16.01,Да
0,hexagon,hexagon,high,medium,high,38.25,89.42,96.06,15.64,1,star,circle,medium,high,medium,82.03,49.35,99.95,78.73,Да
1,circle,square,high,low,medium,30.45,22.82,14.27,84.99,0,triangle,square,medium,high,medium,40.41,20.54,83.52,98.42,Да
1,star,circle,high,high,low,2.49,74.0,50.91,72.62,1,hexagon,triangle,high,low,low,22.15,73.72,89.35,1.99,Да
0,star,circle,low,high,high,0.39,30.97,82.97,84.18,1,square,hexagon,medium,high,low,51.2,69.97,82.32,69.9,Да
1,circle,star,medium,high,medium,22.72,85.88,34.98,29.9,1,star,star,low,medium,high,54.88,24.63,10.3,25.29,Да
0,hexagon,star,low,low,high,40.64,70.05,42.48,31.66,1,hexagon,triangle,medium,low,low,53.83,90.34,22.74,4.05,Да
