obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
1,square,square,circle,medium,low,low,58.93,27.4,24.03,31.0,95.87,0,square,star,square,medium,low,high,32.68,40.76,71.3,43.16,67.48,Да
1,triangle,hexagon,star,high,high,low,27.57,50.51,35.88,52.79,2.14,0,hexagon,square,triangle,low,medium,high,28.95,2.65,93.53,64.09,75.34,Да
0,star,star,square,low,medium,high,17.52,95.87,91.47,21.59,73.87,0,hexagon,square,square,medium,low,medium,52.37,5.81,6.49,94.47,24.58,Нет
0,circle,triangle,circle,medium,medium,low,77.47,17.24,57.51,88.45,95.88,1,star,circle,circle,medium,high,medium,7.91,85.62,19.23,11.24,67.39,Да
1,triangle,square,circle,low,low,low,94.68,71.97,73.82,8.54,86.23,0,hexagon,square,star,medium,high,medium,11.77,96.06,6.85,45.19,4.32,Да
1,star,circle,hexagon,low,high,medium,10.04,61.45,49.01,44.44,16.79,1,triangle,hexagon,hexagon,medium,medium,medium,17.59,68.84,86.8,19.24,83.78,Да
1,hexagon,triangle,star,low,high,medium,15.56,67.97,2.89,84.94,32.68,0,square,square,triangle,low,low,high,77.47,36.44,79.26,89.41,16.96,Нет
1,triangle,triangle,star,low,high,high,96.0,35.12,6.42,61.58,17.25,1,square,triangle,hexagon,high,high,high,51.39,93.86,57.46,96.46,69.74,Да
0,triangle,star,square,medium,low,high,3.78,31.39,53.79,29.23,60.13,0,square,triangle,hexagon,high,medium,low,1.06,66.28,8.37,47.87,22.45,Да
0,triangle,triangle,square,medium,low,medium,97.76,68.42,71.88,42.08,71.22,1,triangle,triangle,hexagon,low,medium,low,67.35,84.43,27.33,10.4,6.85,Да
0,hexagon,triangle,circle,medium,medium,medium,0.46,21.55,21.53,70.67,31.71,0,circle,square,square,low,medium,low,42.37,76.59,29.77,78.53,48.15,Нет
0,hexagon,star,star,high,high,low,87.37,41.97,72.19,97.33,53.95,1,triangle,square,square,medium,medium,medium,51.09,37.91,56.07,69.71,16.93,Да
0,triangle,star,star,medium,low,low,30.73,18.82,81.07,89.31,69.09,1,square,circle,star,medium,medium,high,21.41,47.87,25.8,35.47,72.94,Да
1,square,hexagon,square,high,high,high,93.86,0.83,41.19,34.24,42.13,1,square,star,circle,low,low,high,55.18,18.61,7.3,88.74,23.76,Да
1,circle,square,triangle,high,low,medium,31.69,97.01,74.64,99.82,85.4,1,square,circle,triangle,high,low,low,97.92,29.2,73.08,97.58,34.25,Да
0,hexagon,square,circle,high,medium,high,65.43,43.17,40.4,0.35,77.15,1,hexagon,hexagon,square,medium,low,low,7.34,77.81,29.91,55.79,56.74,Нет
0,square,hexagon,star,medium,high,low,8.0,96.93,67.84,2.76,6.47,1,circle,triangle,hexagon,low,low,high,28.39,89.4,45.24,56.57,28.5,Да
0,hexagon,square,hexagon,medium,low,high,24.23,14.03,76.4,82.38,62.11,0,triangle,square,circle,low,medium,medium,24.3,72.45,12.77,29.75,37.8,Да
1,triangle,triangle,hexagon,medium,high,high,77.37,58.74,99.19,19.95,23.53,0,square,star,triangle,low,medium,low,24.85,46.52,80.25,58.45,81.56,Да
1,square,hexagon,triangle,high,low,high,52.87,20.1,34.54,6.08,55.75,1,star,star,triangle,medium,high,low,37.87,8.65,56.55,43.96,17.92,Да
1,star,hexagon,square,high,low,low,92.8,79.01,41.1,23.71,95.69,1,circle,square,triangle,low,high,high,81.81,5.69,90.16,30.22,8.22,Да
0,circle,square,square,low,low,high,42.88,78.37,16.56,42.61,87.91,1,star,circle,triangle,high,low,high,91.29,37.43,49.55,6.72,32.84,Да
0,circle,circle,square,high,high,low,86.98,11.26,20.41,73.06,40.45,1,circle,star,star,low,medium,low,20.22,46.38,94.14,25.27,42.44,Нет
0,hexagon,square,hexagon,high,low,medium,44.9,91.21,69.34,62.43,29.15,1,square,circle,triangle,medium,high,low,54.29,60.91,89.19,19.79,54.27,Да
0,circle,circle,square,medium,medium,high,97.92,19.46,91.7,23.76,23.44,1,circle,square,circle,high,high,medium,63.69,0.65,57.65,54.2,37.24,Да
0,star,hexagon,hexagon,low,high,high,95.98,61.3,39.46,50.33,53.25,1,circle,circle,square,high,high,medium,52.18,98.97,93.39,60.17,78.99,Да
1,square,circle,triangle,low,medium,low,32.91,98.56,17.98,92.62,11.42,0,square,triangle,circle,low,high,medium,43.41,36.39,32.31,60.86,3.93,Нет
0,square,triangle,circle,low,medium,high,88.59,88.24,28.51,81.5,54.93,1,star,square,hexagon,low,low,medium,19.2,84.81,36.56,38.82,43.18,Нет
1,triangle,star,star,medium,high,low,84.76,95.66,45.51,32.32,0.13,1,star,square,star,high,medium,low,48.82,53.5,4.55,42.12,38.23,Да
1,square,circle,triangle,low,low,high,21.07,34.26,29.07,98.23,32.38,0,hexagon,star,star,low,low,low,40.12,13.04,58.92,83.42,64.76,Да
1,hexagon,star,hexagon,low,medium,medium,62.43,10.56,23.36,70.86,21.99,0,star,star,hexagon,medium,high,low,79.56,79.76,72.19,47.62,96.63,Да
1,star,triangle,triangle,medium,high,medium,7.27,18.83,73.6,6.24,97.12,1,star,star,circle,high,high,medium,76.36,70.98,77.35,98.78,51.04,Нет
1,triangle,star,star,low,low,medium,83.67,50.05,0.78,3.52,72.72,0,circle,triangle,circle,low,medium,low,13.4,52.74,14.98,43.96,98.69,Нет
0,hexagon,triangle,circle,high,high,high,17.45,79.32,53.92,16.84,34.97,0,hexagon,triangle,hexagon,high,medium,high,8.85,51.46,44.42,64.96,30.22,Да
0,hexagon,star,star,high,high,high,7.08,15.02,79.38,72.79,9.28,0,square,hexagon,triangle,low,low,medium,90.82,8.75,17.69,5.04,3.09,Нет
0,hexagon,star,hexagon,high,high,medium,40.02,65.97,26.62,18.37,51.68,1,square,square,triangle,low,medium,high,53.55,65.58,66.21,65.33,16.57,Да
1,circle,square,star,high,low,medium,57.69,32.36,60.33,51.15,21.34,1,triangle,star,square,medium,low,medium,85.78,91.12,15.79,85.14,39.51,Да
1,hexagon,circle,triangle,high,medium,low,85.49,34.12,66.89,9.33,53.64,0,hexagon,square,circle,low,low,low,5.82,9.32,90.42,94.25,31.63,Нет
1,circle,star,square,high,medium,low,97.42,66.19,65.5,92.09,83.54,1,circle,circle,circle,low,high,medium,52.65,26.35,23.06,99.73,9.71,Да
1,square,hexagon,triangle,high,high,medium,43.95,46.7,44.58,34.4,61.58,1,triangle,triangle,hexagon,low,low,high,53.94,90.23,29.14,28.22,43.27,Да
1,circle,square,hexagon,high,high,medium,6.04,81.2,34.66,90.81,63.38,1,triangle,hexagon,hexagon,medium,high,medium,86.07,28.43,85.09,57.54,33.81,Да
1,hexagon,circle,circle,high,low,high,74.91,15.59,83.59,94.49,54.1,0,square,circle,triangle,low,low,high,9.76,65.39,45.85,45.07,12.26,Да
0,star,square,star,medium,high,medium,56.52,78.99,75.84,0.61,92.73,0,star,square,circle,low,low,low,24.04,53.48,2.4,56.38,29.61,Да
1,star,circle,circle,medium,high,low,44.79,6.42,32.13,46.41,93.19,0,circle,triangle,circle,low,medium,high,40.65,59.63,49.46,15.75,88.64,Да
1,square,triangle,hexagon,high,high,low,30.93,19.41,10.3,2.47,51.27,0,hexagon,star,star,high,medium,low,86.58,41.58,8.45,85.61,30.2,Да
0,hexagon,star,star,medium,medium,low,50.24,65.61,7.18,90.87,30.58,1,triangle,circle,square,medium,high,high,93.89,30.0,98.53,90.96,71.4,Да
1,circle,hexagon,triangle,medium,high,low,33.87,85.49,9.43,51.84,45.96,1,circle,triangle,square,high,medium,low,99.27,4.85,58.81,44.97,61.2,Нет
0,star,square,triangle,high,medium,low,75.7,25.27,58.29,7.49,18.66,1,square,square,triangle,medium,low,high,95.92,74.43,25.65,28.04,42.72,Да
0,triangle,square,hexagon,high,low,low,54.39,32.72,5.17,11.03,63.63,0,triangle,square,circle,medium,high,low,0.59,74.61,56.37,14.08,23.9,Нет
0,hexagon,square,star,medium,low,medium,87.68,53.71,33.69,38.35,50.01,0,triangle,circle,star,high,high,low,4.77,67.07,7.69,68.38,36.9,Нет
1,hexagon,square,triangle,high,medium,low,54.35,21.16,75.32,94.02,10.33,1,square,circle,circle,medium,high,low,14.76,64.36,79.99,31.22,59.21,Да
0,triangle,star,hexagon,high,medium,low,23.83,81.12,29.43,69.29,19.76,0,square,circle,hexagon,medium,low,high,34.89,24.37,92.53,90.95,35.08,Да
0,star,circle,hexagon,high,medium,low,85.11,77.36,76.33,86.76,47.96,0,square,hexagon,triangle,high,medium,high,82.99,2.23,87.44,67.1,21.49,Нет
1,triangle,star,circle,high,medium,low,55.72,14.53,74.55,36.65,88.76,1,circle,star,square,low,high,low,89.27,80.87,34.18,64.57,11.65,Да
0,square,triangle,triangle,medium,high,medium,20.68,46.38,24.58,4.32,56.64,0,circle,triangle,circle,medium,low,medium,18.68,49.11,32.58,55.94,87.98,Да
1,circle,star,star,low,medium,high,62.35,77.48,72.88,97.43,68.15,0,circle,square,triangle,high,medium,low,61.97,30.68,3.51,4.58,44.03,Да
1,circle,star,triangle,medium,medium,high,35.77,33.73,74.78,1.72,33.9,1,star,square,square,medium,medium,medium,91.74,10.19,65.14,93.19,62.52,Да
0,star,triangle,triangle,low,medium,high,84.44,63.31,39.75,94.77,57.14,0,triangle,star,circle,high,high,low,46.37,6.27,53.49,62.79,49.04,Нет
1,triangle,star,triangle,low,high,high,45.33,5.02,21.04,36.87,44.74,1,circle,circle,star,low,low,high,10.35,34.89,45.93,99.41,87.26,Да
1,hexagon,circle,hexagon,low,high,low,72.64,60.87,52.13,1.01,65.91,1,star,circle,triangle,medium,medium,medium,45.78,80.47,90.76,53.74,54.69,Да
0,hexagon,hexagon,square,medium,high,high,9.55,15.27,92.14,68.92,5.06,0,triangle,square,circle,low,low,high,37.58,91.87,16.79,71.01,48.08,Нет
0,hexagon,triangle,square,medium,low,high,39.6,83.06,63.96,98.05,49.33,1,circle,star,square,low,medium,medium,57.77,89.68,0.97,5.62,92.46,Да
0,square,square,circle,medium,high,medium,98.32,35.54,17.29,96.56,29.6,0,square,square,square,high,high,medium,43.87,92.0,7.33,63.17,71.97,Нет
0,square,circle,triangle,medium,medium,medium,80.85,28.16,68.28,16.09,32.62,0,hexagon,circle,star,medium,high,medium,1.73,90.77,22.34,76.46,11.15,Нет
1,hexagon,hexagon,square,medium,high,medium,15.99,84.09,42.72,18.12,96.09,0,circle,triangle,triangle,medium,medium,medium,99.4,52.72,3.33,77.85,17.77,Да
0,star,circle,circle,low,high,low,27.78,5.01,59.15,56.55,18.27,0,hexagon,circle,triangle,medium,low,high,54.35,21.94,50.28,77.01,78.71,Да
0,square,circle,hexagon,medium,medium,low,32.98,39.66,73.41,63.73,31.12,0,circle,triangle,circle,medium,medium,medium,47.36,79.8,31.41,22.63,83.59,Да
0,square,square,triangle,low,high,low,65.04,37.0,51.49,73.94,50.99,0,square,hexagon,square,medium,low,low,95.46,21.37,18.05,97.54,54.52,Да
1,circle,hexagon,star,medium,low,medium,75.7,28.48,81.4,18.11,86.3,0,hexagon,star,square,high,medium,low,15.59,26.72,75.01,99.52,55.45,Да
1,circle,circle,hexagon,medium,high,high,74.95,91.18,72.22,95.9,41.67,0,star,hexagon,star,medium,high,medium,18.92,23.33,20.45,7.56,63.19,Да
1,star,square,circle,high,low,medium,50.99,75.09,61.51,63.87,74.39,0,square,circle,star,low,low,high,80.8,51.5,68.76,93.64,43.91,Да
1,square,triangle,hexagon,low,low,low,81.08,6.39,15.08,84.7,85.64,1,hexagon,star,triangle,low,high,high,26.08,32.18,34.93,28.94,68.02,Нет
1,square,square,star,medium,low,medium,43.71,71.47,83.59,54.01,31.0,1,hexagon,circle,square,medium,low,medium,79.92,15.42,51.18,68.93,10.85,Да
0,triangle,star,hexagon,medium,medium,high,12.39,52.73,93.59,41.43,39.28,0,square,star,circle,high,medium,high,27.15,45.32,93.39,33.81,96.13,Да
1,star,square,circle,medium,high,low,56.44,90.09,13.7,97.72,35.66,0,square,star,hexagon,high,high,high,3.32,87.39,3.74,96.78,75.02,Да
1,star,square,star,high,low,high,95.23,31.29,48.82,58.21,83.29,0,square,circle,circle,medium,high,high,51.7,57.06,50.03,10.15,63.12,Да
1,triangle,square,star,low,low,high,79.3,57.42,25.89,86.69,4.43,1,triangle,circle,star,low,low,medium,19.67,87.83,85.44,49.77,31.63,Нет
0,triangle,circle,hexagon,medium,high,low,57.87,50.08,75.45,95.33,30.84,1,star,star,circle,medium,low,low,75.78,19.59,58.8,42.8,16.1,Да
0,circle,hexagon,star,medium,medium,high,64.68,48.96,72.16,67.54,67.94,0,circle,star,square,medium,low,low,64.12,16.7,27.69,32.6,40.93,Да
1,star,square,hexagon,medium,medium,medium,93.06,45.61,14.09,54.89,56.54,0,hexagon,circle,triangle,medium,high,low,92.36,57.56,39.77,64.55,66.16,Да
0,star,square,triangle,high,low,high,42.83,20.56,87.7,0.35,43.63,0,circle,circle,hexagon,high,medium,low,78.3,46.33,68.03,13.11,63.37,Да
1,triangle,star,star,medium,medium,high,33.14,75.57,18.1,4.0,53.99,1,square,square,triangle,high,low,low,18.08,66.02,89.08,71.67,38.26,Да
0,hexagon,star,hexagon,low,high,high,97.72,45.13,79.73,20.09,19.76,0,star,square,hexagon,low,medium,high,80.02,79.46,4.11,98.06,61.33,Да
0,hexagon,triangle,triangle,low,medium,medium,86.34,95.85,45.7,18.6,43.07,1,star,square,hexagon,low,low,high,64.17,75.13,7.15,80.46,81.37,Да
1,circle,triangle,star,low,high,high,32.3,26.08,32.83,25.48,50.17,1,triangle,hexagon,square,medium,medium,high,66.9,94.23,32.51,86.0,2.63,Да
0,hexagon,star,triangle,low,low,high,46.38,68.27,15.82,30.49,90.12,0,square,star,square,low,low,medium,83.23,39.83,23.28,35.96,45.06,Да
1,hexagon,hexagon,star,medium,high,medium,41.51,94.07,16.76,36.01,26.08,1,hexagon,triangle,star,medium,medium,high,57.38,20.64,26.49,32.49,75.86,Нет
1,hexagon,triangle,circle,high,low,low,14.91,66.35,66.19,42.05,86.78,0,triangle,hexagon,star,low,high,low,46.6,55.09,22.13,51.7,54.61,Да
1,square,hexagon,circle,high,high,low,95.78,87.13,55.04,9.89,64.42,1,square,star,hexagon,medium,low,high,63.66,11.07,19.58,4.57,65.15,Нет
0,circle,star,hexagon,high,high,low,40.43,82.75,12.21,4.24,2.03,1,triangle,triangle,star,high,low,low,29.8,28.89,13.06,94.54,51.67,Да
0,triangle,triangle,square,medium,medium,high,87.53,36.01,11.27,67.39,72.46,0,circle,square,square,medium,high,high,18.26,20.79,93.4,14.38,99.19,Нет
1,hexagon,square,circle,high,high,low,18.94,60.01,7.23,53.73,3.56,0,square,triangle,star,high,low,low,61.66,39.66,14.42,90.3,5.46,Да
1,square,star,square,low,low,medium,54.79,15.63,74.38,44.41,99.74,1,hexagon,circle,hexagon,high,low,high,23.38,11.12,20.44,8.36,49.1,Да
0,hexagon,triangle,triangle,medium,high,high,2.4,53.55,71.19,63.44,87.26,1,hexagon,circle,triangle,low,high,low,7.99,3.18,24.63,82.26,9.14,Да
1,square,hexagon,triangle,high,low,high,76.42,23.04,5.84,82.77,29.73,1,square,star,circle,low,high,low,0.06,65.68,93.3,15.2,15.98,Нет
0,circle,hexagon,square,low,low,high,58.09,74.37,56.03,42.77,25.74,0,triangle,hexagon,star,high,medium,medium,60.83,61.02,75.57,3.81,38.3,Да
0,hexagon,triangle,hexagon,low,high,low,62.56,52.81,8.47,64.11,38.14,0,star,square,square,medium,high,high,36.21,70.84,78.97,71.95,15.55,Да
0,square,hexagon,star,medium,medium,low,5.17,41.12,90.37,95.36,35.62,0,square,star,triangle,medium,high,low,75.23,66.04,10.48,28.03,96.37,Нет
1,star,triangle,square,medium,high,low,21.1,26.88,90.71,83.96,37.23,0,hexagon,square,square,low,low,high,37.52,11.43,83.63,71.45,94.68,Да
1,star,triangle,square,high,high,high,7.43,99.87,69.82,42.6,31.83,1,circle,circle,star,medium,high,low,48.6,29.11,40.82,55.51,33.61,Да
0,square,hexagon,square,high,medium,medium,28.89,7.17,92.62,64.47,62.11,1,hexagon,hexagon,hexagon,medium,low,medium,40.71,12.95,26.28,10.88,63.97,Да
1,hexagon,circle,square,high,low,high,62.74,4.36,81.15,17.71,16.43,1,star,hexagon,circle,medium,high,medium,65.06,84.3,57.58,93.21,53.38,Да
1,hexagon,square,square,medium,high,medium,56.62,21.73,82.85,56.05,84.6,1,hexagon,circle,circle,high,high,medium,35.61,74.69,82.22,45.23,81.56,Да
0,circle,star,hexagon,high,medium,high,61.21,97.11,56.97,98.13,81.24,1,star,triangle,triangle,high,medium,medium,96.38,20.15,77.87,73.44,62.74,Да
0,circle,square,circle,high,medium,medium,54.93,97.92,30.61,51.83,47.65,0,square,hexagon,circle,medium,high,low,93.61,34.13,89.0,50.1,0.03,Нет
1,triangle,star,star,low,low,high,27.3,65.49,21.78,92.76,85.27,0,hexagon,triangle,hexagon,low,high,high,84.8,96.66,92.81,60.44,76.32,Нет
0,circle,star,circle,low,medium,high,24.45,88.01,32.72,40.73,24.71,1,triangle,square,square,medium,low,medium,92.03,59.42,23.81,30.28,74.68,Да
1,hexagon,square,square,low,low,medium,13.71,21.4,62.85,99.88,1.76,1,triangle,hexagon,hexagon,low,low,medium,44.91,80.12,42.39,20.04,50.97,Нет
0,triangle,triangle,circle,high,high,medium,84.91,97.2,17.27,57.92,61.92,1,hexagon,circle,triangle,high,medium,medium,53.64,26.46,1.46,54.26,90.29,Да
0,circle,hexagon,hexagon,medium,medium,medium,61.65,14.28,25.86,4.23,45.79,1,hexagon,triangle,triangle,medium,high,high,74.21,21.01,87.93,44.02,90.84,Да
1,square,circle,triangle,low,high,medium,18.65,10.11,46.81,58.68,56.72,1,circle,square,circle,medium,low,low,69.61,78.39,15.46,39.01,52.39,Да
1,star,circle,circle,medium,medium,medium,17.72,11.22,23.31,27.46,89.93,1,hexagon,square,hexagon,low,high,low,89.07,68.59,86.15,67.26,60.8,Да
1,circle,circle,star,high,medium,medium,87.3,57.31,58.86,3.25,96.99,1,circle,hexagon,square,low,medium,low,71.63,68.1,32.94,69.05,99.65,Да
1,circle,square,hexagon,high,high,medium,74.27,78.1,92.32,82.09,63.45,1,circle,hexagon,hexagon,medium,low,low,99.79,55.26,36.81,4.59,29.88,Да
1,square,square,triangle,low,medium,medium,65.94,36.67,74.81,27.57,76.41,0,circle,star,square,medium,low,high,34.85,56.36,3.91,33.87,32.46,Да
0,hexagon,triangle,hexagon,medium,high,high,40.69,97.79,66.64,79.65,8.38,1,circle,star,square,low,medium,high,83.3,73.57,32.69,41.18,18.28,Да
0,square,circle,square,low,high,medium,26.2,43.44,58.27,28.82,16.07,1,square,hexagon,hexagon,high,high,high,69.76,27.0,88.84,9.69,89.59,Да
1,circle,triangle,triangle,high,low,medium,97.95,15.04,48.79,19.43,73.32,0,triangle,star,star,low,low,medium,69.14,35.28,2.55,23.59,74.45,Да
0,hexagon,circle,star,medium,high,high,79.72,46.6,18.66,97.39,43.14,0,circle,circle,hexagon,medium,low,high,32.58,87.16,40.63,5.16,10.56,Нет
1,triangle,square,triangle,low,low,high,30.18,67.9,89.47,36.16,44.6,1,triangle,circle,square,high,medium,low,78.56,30.89,3.14,99.62,98.18,Нет
0,circle,hexagon,star,high,high,low,84.76,83.22,24.85,60.14,30.86,0,circle,star,triangle,high,medium,high,90.04,54.63,37.09,73.66,73.1,Да
0,square,hexagon,square,low,medium,low,75.89,45.88,9.13,61.0,60.74,0,triangle,hexagon,triangle,high,medium,medium,21.85,70.26,17.26,8.75,85.05,Да
1,triangle,hexagon,star,medium,high,medium,29.71,59.36,75.0,56.05,18.52,1,hexagon,circle,circle,high,high,low,62.55,99.99,25.22,2.02,4.82,Да
1,star,hexagon,hexagon,medium,medium,medium,42.66,26.73,17.56,91.47,62.69,0,hexagon,square,triangle,medium,high,high,39.21,43.53,87.76,71.93,50.5,Да
1,triangle,star,circle,medium,low,low,18.6,64.59,37.19,67.44,17.38,1,triangle,hexagon,star,high,high,low,98.95,42.81,43.6,43.92,69.86,Нет
0,square,circle,hexagon,medium,medium,low,11.11,98.6,2.83,40.37,6.38,1,circle,triangle,square,low,medium,low,47.88,84.26,27.38,78.68,54.29,Да
1,triangle,hexagon,hexagon,medium,high,medium,72.28,4.91,13.71,86.24,33.04,1,square,triangle,hexagon,low,low,high,22.83,80.55,58.93,92.35,66.66,Да
1,square,star,triangle,low,medium,low,26.75,88.65,17.32,18.11,23.11,0,triangle,hexagon,hexagon,low,high,high,38.19,73.11,14.21,59.93,81.79,Да
1,circle,star,square,low,low,medium,82.01,56.23,5.44,54.42,88.9,0,star,star,star,medium,medium,medium,65.38,46.32,25.94,18.71,37.43,Да
1,hexagon,star,circle,low,medium,high,99.56,25.21,65.67,95.06,5.5,1,square,circle,triangle,high,high,high,7.61,32.39,54.62,78.22,84.87,Да
1,star,triangle,star,low,medium,high,7.66,95.49,83.7,62.54,17.66,1,star,circle,square,low,low,high,60.36,60.87,23.75,95.58,16.29,Нет
1,hexagon,triangle,triangle,high,high,low,47.3,48.34,37.33,81.7,54.87,0,triangle,hexagon,triangle,low,low,high,93.12,87.62,67.91,58.02,27.09,Да
0,hexagon,star,square,high,high,high,80.21,33.17,87.46,65.36,48.11,1,circle,square,circle,low,medium,low,85.04,88.38,49.15,68.2,4.33,Да
0,hexagon,hexagon,circle,low,medium,high,78.9,18.15,21.33,83.94,4.59,0,star,star,triangle,high,low,medium,6.77,10.85,77.2,33.75,36.44,Нет
0,square,circle,hexagon,high,low,high,76.0,24.45,32.54,94.45,0.73,0,triangle,square,circle,low,medium,low,99.34,42.84,94.82,38.15,37.99,Да
0,square,square,square,high,medium,high,34.9,83.28,15.07,27.29,98.81,0,square,hexagon,hexagon,high,medium,high,69.87,46.47,11.58,73.47,80.53,Да
1,star,triangle,square,medium,low,medium,45.39,61.44,62.06,16.97,65.88,0,circle,hexagon,square,high,medium,medium,16.23,97.76,33.47,92.78,65.31,Да
1,square,hexagon,square,low,low,medium,59.5,91.32,41.99,48.4,36.54,0,star,square,circle,high,medium,high,1.24,67.8,31.95,62.9,43.67,Да
0,square,hexagon,hexagon,high,low,low,97.39,23.2,61.33,70.19,47.04,0,triangle,triangle,triangle,medium,low,low,17.13,40.72,15.12,78.98,65.21,Нет
0,square,square,star,high,medium,high,32.75,12.11,76.17,22.72,26.66,1,circle,hexagon,triangle,medium,low,low,83.82,2.61,81.03,17.16,5.28,Да
0,square,square,triangle,low,low,high,92.31,0.61,54.57,0.41,34.49,1,circle,star,hexagon,high,low,high,2.16,56.54,75.99,21.2,18.03,Да
1,circle,hexagon,star,medium,medium,high,26.94,50.79,62.76,34.29,64.9,0,hexagon,square,star,high,low,medium,23.31,9.61,48.44,53.2,62.69,Да
