obj1_bin_0,obj1_nom_0,obj1_nom_1,obj1_nom_2,obj1_ord_0,obj1_ord_1,obj1_ord_2,obj1_qnt_0,obj1_qnt_1,obj1_qnt_2,obj1_qnt_3,obj1_qnt_4,obj2_bin_0,obj2_nom_0,obj2_nom_1,obj2_nom_2,obj2_ord_0,obj2_ord_1,obj2_ord_2,obj2_qnt_0,obj2_qnt_1,obj2_qnt_2,obj2_qnt_3,obj2_qnt_4,Collision
1,hexagon,triangle,hexagon,low,high,low,91.69,58.04,35.21,36.66,9.6,0,hexagon,square,circle,low,high,high,14.92,65.27,23.95,16.4,47.25,Нет
1,hexagon,triangle,triangle,high,low,low,21.73,53.68,60.43,95.47,90.35,1,triangle,square,hexagon,high,high,medium,99.24,75.78,78.27,77.79,46.04,Да
0,star,hexagon,circle,medium,low,high,70.11,10.53,33.86,3.84,78.15,0,star,hexagon,star,high,high,low,51.7,32.97,94.32,61.92,67.09,Да
1,hexagon,star,hexagon,high,high,low,97.99,38.07,72.58,22.03,43.13,0,square,star,circle,low,low,low,87.94,92.5,77.48,0.64,83.87,Да
0,circle,hexagon,square,low,low,low,93.73,0.46,51.65,41.25,95.13,1,star,circle,hexagon,low,low,high,10.57,74.62,12.58,83.53,0.69,Нет
1,triangle,star,hexagon,medium,high,medium,40.03,21.55,75.67,42.45,54.14,0,circle,star,triangle,medium,high,low,59.04,40.38,32.03,12.14,2.03,Да
0,hexagon,circle,star,high,medium,low,68.11,52.51,21.39,79.34,5.79,1,circle,triangle,circle,medium,high,low,67.1,9.78,60.29,73.77,27.25,Да
1,star,circle,hexagon,high,low,low,75.93,47.33,64.5,88.72,44.32,1,hexagon,triangle,star,medium,high,low,78.9,56.03,19.6,9.61,73.83,Да
0,square,circle,circle,low,low,low,54.95,56.74,31.33,30.31,20.64,0,hexagon,square,circle,low,high,medium,48.59,61.38,63.66,97.14,19.38,Да
0,square,hexagon,circle,low,low,high,52.3,86.81,35.31,63.88,99.82,1,triangle,circle,triangle,medium,low,medium,3.61,13.63,23.6,90.05,40.67,Да
1,circle,star,triangle,medium,medium,medium,22.35,26.01,18.66,55.16,12.4,1,square,square,triangle,medium,low,medium,26.12,85.2,54.27,18.3,50.76,Да
0,hexagon,square,hexagon,low,low,low,67.59,67.7,12.85,17.75,30.62,0,triangle,star,circle,high,high,high,28.06,38.14,70.68,0.84,37.29,Да
1,triangle,triangle,hexagon,high,low,high,29.38,55.11,88.14,32.6,67.83,0,triangle,square,star,medium,high,high,31.84,15.24,78.68,5.97,46.46,Да
0,square,hexagon,star,medium,high,medium,30.86,82.05,94.63,1.98,22.34,0,circle,triangle,hexagon,medium,high,high,9.22,52.09,80.06,80.87,79.87,Да
1,triangle,circle,circle,medium,high,high,26.57,26.73,39.36,30.38,11.22,0,square,triangle,circle,high,medium,medium,0.06,42.2,77.48,7.68,22.92,Да
0,circle,square,square,low,medium,high,6.58,99.03,76.35,10.55,38.59,0,square,square,triangle,medium,high,low,51.97,64.22,13.71,77.81,32.67,Да
1,star,star,triangle,low,medium,medium,84.37,66.39,80.35,89.84,89.55,0,star,star,hexagon,high,high,low,73.68,17.26,98.93,81.98,52.66,Да
0,star,star,hexagon,medium,high,medium,86.31,4.05,14.19,89.89,57.72,0,hexagon,hexagon,star,medium,high,high,23.01,2.08,77.22,30.69,86.51,Нет
1,circle,star,triangle,medium,low,high,72.38,0.46,93.91,68.02,74.57,1,hexagon,star,circle,medium,medium,high,69.38,47.65,10.41,73.51,20.52,Да
1,triangle,hexagon,hexagon,low,high,high,92.77,86.78,80.82,99.28,28.5,0,circle,square,triangle,medium,medium,medium,73.11,15.72,69.76,82.03,52.48,Да
0,triangle,triangle,hexagon,low,high,low,63.13,26.16,78.96,57.99,89.29,0,circle,star,hexagon,medium,high,high,41.12,15.64,47.0,78.06,87.58,Да
0,triangle,triangle,star,high,medium,high,63.96,23.71,92.45,20.05,56.08,0,star,triangle,square,medium,medium,medium,52.5,67.79,42.8,19.16,11.25,Да
0,circle,square,hexagon,medium,medium,medium,88.77,54.98,35.29,88.47,35.39,0,star,circle,hexagon,low,medium,high,31.4,25.88,67.66,44.93,72.14,Нет
1,square,circle,triangle,high,low,medium,20.85,16.94,88.67,20.84,65.51,0,triangle,triangle,triangle,low,low,low,37.52,84.0,16.79,6.82,22.37,Да
1,square,circle,triangle,medium,high,medium,43.55,28.87,99.8,26.7,40.69,0,hexagon,triangle,triangle,low,high,low,58.91,51.47,99.94,52.53,17.36,Да
1,hexagon,circle,star,low,low,medium,70.41,51.61,23.13,65.87,27.72,1,star,hexagon,square,low,low,medium,36.19,60.81,54.45,44.23,23.63,Да
0,star,circle,star,low,medium,high,26.87,98.19,12.14,12.96,76.68,0,square,square,square,low,high,low,50.11,32.09,59.46,90.26,50.29,Нет
1,star,square,triangle,low,medium,high,22.86,15.32,10.88,60.98,10.77,1,triangle,hexagon,square,medium,high,low,74.38,22.38,42.52,1.81,60.34,Да
1,hexagon,square,triangle,high,medium,medium,89.83,4.19,37.75,30.28,66.39,0,triangle,hexagon,star,high,medium,low,96.46,15.9,60.59,53.02,19.43,Да
1,triangle,star,hexagon,high,low,medium,99.6,70.8,80.88,62.61,52.54,1,hexagon,square,triangle,high,high,medium,89.11,70.71,66.4,73.23,11.2,Да
1,circle,hexagon,circle,high,low,medium,38.64,61.62,75.08,79.82,51.36,1,hexagon,star,circle,medium,medium,high,91.45,68.91,34.55,46.4,45.27,Да
1,star,triangle,triangle,high,high,low,23.66,31.33,19.73,39.43,34.25,0,hexagon,circle,star,high,medium,high,91.12,49.27,46.21,23.81,5.74,Да
1,triangle,square,square,low,medium,high,40.45,27.94,53.47,33.1,27.5,1,circle,hexagon,triangle,low,low,medium,24.15,78.13,25.56,60.98,53.89,Да
0,square,triangle,circle,high,high,medium,30.39,86.79,36.15,33.07,69.03,0,hexagon,hexagon,hexagon,low,medium,high,94.64,80.26,77.2,98.71,68.29,Нет
1,triangle,star,square,high,medium,high,82.18,32.13,83.18,35.77,81.09,1,circle,star,square,high,low,low,22.24,44.22,73.74,4.1,94.58,Да
0,hexagon,star,circle,low,high,low,90.1,59.3,80.42,78.36,38.62,1,star,square,hexagon,medium,medium,low,86.42,65.12,81.09,19.6,14.29,Да
1,circle,square,triangle,high,medium,high,39.09,42.54,81.01,43.06,14.42,1,square,triangle,circle,low,low,low,58.11,91.21,70.28,49.06,43.33,Да
1,star,circle,star,medium,high,low,59.96,52.74,52.53,71.36,2.15,0,square,star,star,medium,high,medium,83.87,8.15,2.01,59.76,25.67,Да
0,hexagon,hexagon,star,low,low,high,7.88,88.82,80.75,73.98,57.98,1,triangle,triangle,hexagon,medium,high,medium,98.22,1.21,19.11,62.42,21.79,Да
0,square,triangle,triangle,high,low,low,46.22,44.77,73.34,53.29,25.0,0,triangle,circle,circle,low,medium,low,87.57,47.34,38.86,6.02,51.95,Да
0,square,triangle,circle,high,high,high,0.68,82.54,52.48,45.53,41.29,0,triangle,hexagon,hexagon,medium,high,medium,81.65,33.17,23.42,12.29,14.34,Нет
0,circle,star,triangle,high,medium,low,67.11,60.22,77.28,37.84,55.73,0,square,circle,triangle,high,high,medium,20.65,8.7,53.17,94.47,1.54,Нет
0,star,triangle,circle,low,low,medium,17.6,36.35,37.69,65.51,72.36,1,triangle,triangle,hexagon,low,high,medium,85.99,14.98,89.81,7.53,16.21,Нет
1,square,circle,triangle,high,high,medium,87.8,2.49,77.98,51.45,42.35,0,circle,triangle,square,medium,medium,low,16.58,25.75,73.81,41.91,33.55,Да
1,hexagon,square,square,high,low,high,63.0,66.74,62.34,29.17,70.25,0,triangle,triangle,square,low,high,medium,51.27,9.94,26.65,57.73,1.1,Да
1,square,hexagon,triangle,high,high,low,92.81,69.65,86.19,53.29,91.36,0,star,hexagon,triangle,medium,high,medium,50.23,31.91,39.76,31.42,85.71,Да
1,star,hexagon,circle,low,high,medium,93.82,99.3,89.23,65.8,27.73,1,triangle,square,star,low,high,low,51.87,13.28,5.2,25.57,58.36,Нет
0,triangle,circle,hexagon,low,low,high,16.92,71.1,38.87,54.46,69.69,0,circle,square,square,medium,low,high,72.31,62.47,0.62,29.02,2.72,Да
1,square,triangle,star,medium,low,low,51.32,81.97,28.79,1.5,30.4,1,square,hexagon,hexagon,medium,high,low,39.6,69.66,42.51,28.26,22.86,Да
1,square,circle,hexagon,high,high,low,19.55,16.73,28.01,99.32,6.8,1,square,square,square,low,high,low,45.66,77.55,72.79,37.94,66.43,Нет
0,square,hexagon,triangle,medium,high,low,45.31,76.29,32.61,75.7,8.28,1,square,square,triangle,high,low,medium,65.9,86.98,86.08,11.61,2.99,Да
1,triangle,circle,circle,low,high,low,45.01,35.2,5.07,24.35,70.24,0,circle,hexagon,star,high,medium,high,68.24,0.31,43.15,85.35,37.7,Да
1,star,hexagon,star,medium,high,high,73.57,98.0,93.12,76.07,14.93,1,square,square,triangle,low,medium,medium,43.75,17.64,18.03,75.94,9.67,Да
0,hexagon,triangle,triangle,low,high,low,97.61,45.17,12.4,76.77,99.65,1,hexagon,square,hexagon,low,low,medium,5.21,81.47,26.14,3.41,39.16,Нет
0,star,hexagon,hexagon,medium,low,low,62.9,46.48,87.8,60.08,54.36,0,triangle,star,square,high,low,high,25.91,3.05,44.55,76.13,96.8,Да
0,circle,circle,star,low,medium,medium,81.6,49.75,48.76,62.46,31.25,1,circle,circle,hexagon,medium,medium,high,94.4,66.54,64.96,82.81,45.5,Да
0,hexagon,star,triangle,medium,high,low,40.37,30.78,90.04,16.13,60.52,1,triangle,circle,square,medium,high,low,92.74,18.08,54.28,92.2,61.37,Да
1,triangle,hexagon,star,high,medium,low,7.28,37.96,93.26,37.21,9.01,1,star,circle,square,medium,medium,low,64.96,50.64,84.06,61.29,40.84,Да
0,circle,star,square,medium,medium,low,51.47,39.23,82.12,58.81,5.28,0,triangle,star,circle,high,medium,low,18.52,96.23,1.85,85.28,31.5,Нет
0,square,star,star,high,medium,low,90.39,51.3,40.7,7.76,53.71,0,circle,circle,triangle,low,medium,medium,9.57,64.87,99.21,75.91,61.06,Нет
0,square,star,square,high,high,high,24.03,14.13,41.25,97.81,17.93,1,hexagon,triangle,circle,medium,low,medium,94.95,36.82,92.92,2.54,62.07,Да
1,star,circle,star,medium,low,high,26.29,59.75,96.64,10.18,7.26,0,hexagon,circle,hexagon,low,high,high,87.32,68.9,14.96,81.1,61.53,Да
0,triangle,circle,star,low,medium,high,10.48,53.9,33.68,40.36,62.79,1,square,hexagon,hexagon,high,high,high,39.79,0.56,4.82,58.1,2.68,Да
0,triangle,triangle,star,high,high,medium,99.68,98.23,41.12,91.35,44.89,1,hexagon,circle,star,high,high,low,62.96,95.05,61.77,65.06,69.65,Да
0,square,hexagon,square,medium,low,low,41.47,87.44,29.09,1.52,49.71,1,star,triangle,square,high,high,medium,91.42,34.44,72.14,88.49,67.58,Да
0,square,square,triangle,medium,low,high,29.89,46.25,51.37,68.32,76.43,0,star,circle,circle,medium,medium,high,13.82,98.01,47.53,1.04,7.01,Да
1,triangle,star,hexagon,high,medium,high,92.68,69.81,61.04,38.84,68.81,1,triangle,square,star,medium,high,low,63.63,67.64,27.83,10.79,19.02,Да
1,triangle,hexagon,star,low,medium,medium,81.12,65.56,66.3,71.72,80.55,1,star,triangle,circle,low,high,medium,91.95,28.74,63.92,57.38,52.04,Да
1,star,star,hexagon,high,medium,medium,87.7,23.48,15.85,66.39,8.84,0,circle,hexagon,hexagon,medium,high,low,83.65,61.53,63.58,40.96,36.08,Да
0,square,triangle,hexagon,medium,low,low,95.04,33.3,34.66,59.7,8.23,1,square,square,star,low,high,high,28.71,38.02,14.83,41.8,57.6,Нет
0,triangle,circle,star,medium,low,low,85.68,3.34,99.6,86.53,57.71,0,star,square,triangle,low,low,medium,95.2,64.28,79.95,31.22,76.04,Нет
0,circle,square,square,high,low,low,98.57,9.57,7.16,0.5,92.29,1,square,star,star,high,low,low,20.32,79.07,74.95,81.85,54.81,Да
1,circle,circle,circle,low,medium,high,63.93,30.96,37.22,14.61,74.62,1,square,square,square,low,high,low,20.86,47.08,8.48,10.36,45.9,Да
0,circle,triangle,circle,high,medium,medium,24.09,77.81,21.18,78.68,70.13,0,triangle,circle,hexagon,medium,high,low,9.66,22.21,46.25,53.3,26.36,Да
0,hexagon,triangle,circle,high,high,high,16.71,71.57,28.17,63.5,35.4,0,circle,square,triangle,medium,high,medium,11.81,98.15,39.34,45.82,61.55,Да
1,circle,star,star,high,high,low,60.23,96.42,46.72,92.57,56.91,1,triangle,square,hexagon,low,low,low,76.17,41.26,46.25,55.13,82.72,Да
0,triangle,circle,hexagon,low,medium,high,35.89,36.65,98.66,43.9,69.62,0,star,star,square,low,medium,high,27.59,17.64,46.13,5.06,26.24,Да
1,hexagon,circle,circle,high,low,medium,13.12,34.29,81.24,54.97,50.54,0,star,circle,hexagon,low,high,medium,86.91,73.92,52.4,67.38,78.81,Да
0,square,square,star,high,low,high,79.73,10.3,24.07,62.42,23.06,1,square,circle,triangle,medium,low,high,85.76,65.53,27.72,1.35,41.76,Да
1,triangle,hexagon,star,medium,medium,low,34.98,78.76,13.74,17.62,67.89,1,hexagon,square,star,low,medium,low,11.65,81.66,46.96,52.78,11.19,Да
0,circle,triangle,star,medium,high,low,44.52,16.54,60.62,14.35,51.52,1,square,hexagon,star,low,low,medium,53.24,0.17,9.95,26.55,91.06,Да
1,square,star,square,low,medium,low,61.18,95.34,87.63,25.37,24.99,1,circle,hexagon,star,low,high,medium,73.95,34.73,17.67,31.31,68.16,Нет
1,circle,square,triangle,low,medium,low,40.2,31.58,20.03,38.59,52.78,1,hexagon,circle,triangle,high,medium,high,68.26,31.45,8.8,73.84,84.1,Да
1,star,circle,square,medium,low,medium,86.63,64.73,19.52,48.77,34.29,0,hexagon,hexagon,star,high,high,low,10.37,92.38,18.62,98.59,65.49,Да
0,hexagon,star,hexagon,high,medium,medium,98.24,45.04,68.41,46.44,6.67,0,hexagon,circle,circle,medium,low,medium,32.17,34.97,0.43,47.54,12.35,Нет
1,square,triangle,star,low,medium,low,38.53,22.42,29.72,79.2,47.23,0,star,circle,circle,high,low,low,61.2,52.72,3.78,66.95,54.16,Да
1,circle,triangle,square,low,low,medium,17.84,45.6,4.15,13.38,96.88,1,circle,triangle,star,medium,low,low,58.43,0.35,79.66,24.85,63.36,Нет
0,star,hexagon,circle,low,low,low,27.81,32.6,30.25,36.88,24.92,0,star,circle,square,high,medium,medium,81.4,80.81,19.91,55.4,26.12,Нет
1,hexagon,circle,triangle,medium,low,high,67.4,62.55,21.07,94.6,44.1,1,square,triangle,triangle,high,medium,low,5.61,11.4,52.0,10.0,63.09,Да
1,circle,triangle,star,high,low,high,8.23,55.12,32.76,77.19,82.15,0,square,square,square,high,low,medium,48.04,88.23,37.04,85.02,56.68,Да
1,triangle,star,square,low,high,high,67.46,8.27,81.45,42.8,94.98,1,square,star,hexagon,medium,medium,high,84.89,73.51,32.9,45.57,2.16,Да
0,star,star,circle,medium,high,medium,52.77,7.21,67.33,58.12,5.59,1,square,circle,square,medium,low,high,99.37,55.64,85.71,36.15,88.26,Да
1,square,star,circle,medium,medium,low,4.54,96.52,27.97,47.02,74.97,1,star,square,square,low,low,medium,12.85,74.91,48.62,51.34,53.39,Да
0,circle,circle,square,medium,low,high,41.07,30.15,40.87,38.39,32.19,0,hexagon,circle,square,high,low,medium,64.59,79.29,51.68,91.29,58.44,Да
0,square,circle,square,low,low,medium,23.06,9.05,21.39,13.28,10.73,0,circle,circle,star,medium,medium,low,0.13,75.17,45.91,77.65,15.13,Нет
1,triangle,triangle,hexagon,medium,low,medium,13.02,18.18,55.36,16.73,75.57,1,triangle,star,hexagon,low,medium,medium,34.95,66.09,26.89,15.27,80.4,Да
0,square,hexagon,star,medium,high,medium,94.09,15.45,22.63,28.82,47.1,0,triangle,triangle,hexagon,medium,high,high,44.48,88.07,68.33,76.8,53.15,Нет
0,star,hexagon,circle,high,medium,medium,29.1,20.99,92.73,36.52,20.71,0,square,circle,star,medium,medium,low,34.59,42.3,4.72,39.29,8.85,Да
