obj1_bin_0,obj1_nom_0,obj1_ord_0,obj1_ord_1,obj1_qnt_0,obj1_qnt_1,obj2_bin_0,obj2_nom_0,obj2_ord_0,obj2_ord_1,obj2_qnt_0,obj2_qnt_1,Collision
0,triangle,high,medium,95.94,99.24,0,triangle,high,high,85.27,92.92,Да
0,hexagon,medium,high,78.53,73.7,0,triangle,medium,medium,60.5,54.36,Да
0,star,medium,medium,81.38,27.42,0,star,low,high,75.12,39.51,Да
1,star,low,medium,41.05,64.04,0,star,low,high,77.62,67.15,Да
0,star,low,high,40.25,43.54,1,square,low,high,50.66,56.02,Да
0,circle,low,medium,95.44,86.03,0,star,low,medium,81.36,28.87,Да
0,hexagon,low,high,36.62,32.9,0,hexagon,low,medium,79.23,22.66,Да
0,square,low,low,9.69,18.79,0,circle,high,medium,91.61,59.02,Нет
0,star,medium,low,15.27,4.61,1,star,high,high,92.14,18.83,Нет
1,square,low,high,71.04,98.43,0,triangle,high,low,52.97,13.92,Да
0,square,low,low,38.3,35.92,1,hexagon,medium,low,3.15,31.84,Да
0,square,low,low,19.93,22.05,1,triangle,medium,high,1.91,86.13,Да
1,square,medium,low,81.38,49.18,1,star,medium,low,93.89,3.68,Да
0,triangle,high,low,48.87,29.16,0,star,medium,low,33.74,83.33,Да
1,square,high,medium,56.76,23.29,0,hexagon,low,high,37.75,62.1,Да
1,circle,low,high,15.39,61.64,0,triangle,medium,high,46.99,4.04,Да
1,square,high,high,19.28,7.48,1,circle,low,low,26.58,60.2,Да
1,star,medium,low,12.59,50.9,0,circle,low,high,59.04,42.6,Да
1,square,low,high,51.45,38.74,0,hexagon,low,low,78.46,84.11,Да
1,star,medium,high,77.57,53.25,1,star,high,medium,25.73,90.72,Нет
0,square,medium,high,73.23,32.04,0,hexagon,high,medium,74.31,28.65,Да
1,hexagon,low,medium,26.12,57.03,1,triangle,low,high,67.2,78.42,Да
0,triangle,medium,low,85.16,8.18,0,circle,medium,low,52.56,30.98,Да
1,star,low,high,10.57,37.62,0,star,low,medium,32.54,29.56,Да
0,circle,medium,medium,11.4,23.75,1,triangle,high,high,87.28,19.26,Да
1,square,high,low,84.93,43.81,1,circle,medium,medium,40.28,67.85,Да
0,star,high,medium,24.44,39.83,0,circle,high,medium,37.47,26.17,Да
1,triangle,high,medium,70.81,63.12,0,square,medium,high,64.14,46.49,Да
0,square,medium,medium,0.91,62.88,0,star,high,medium,92.03,81.21,Нет
0,triangle,low,high,9.36,41.34,1,hexagon,low,high,50.8,79.19,Да
0,circle,high,low,60.93,18.16,0,square,high,high,72.27,85.54,Нет
1,star,low,low,18.24,58.19,0,circle,medium,medium,45.69,16.11,Да
0,circle,high,high,2.82,96.65,1,star,high,medium,21.88,58.69,Да
1,triangle,high,low,46.69,18.54,0,star,medium,low,12.4,91.48,Да
0,hexagon,medium,low,33.05,6.91,0,square,high,medium,13.63,4.21,Да
1,hexagon,high,medium,80.23,26.46,0,triangle,high,low,2.13,79.45,Да
1,star,low,high,81.88,41.29,1,triangle,low,high,55.29,24.62,Да
0,square,low,medium,61.44,30.62,0,hexagon,medium,medium,13.11,66.97,Нет
0,circle,high,low,29.3,83.47,1,star,medium,medium,86.57,71.74,Да
1,hexagon,low,low,46.16,49.3,0,square,low,high,98.29,92.56,Нет
1,hexagon,low,high,70.23,24.61,1,circle,high,medium,49.59,50.88,Да
1,square,low,medium,6.93,95.02,1,triangle,medium,low,44.97,84.82,Да
0,circle,low,medium,33.25,12.51,1,square,medium,medium,34.81,4.53,Да
0,triangle,low,medium,82.24,12.29,1,hexagon,medium,low,63.8,42.05,Да
0,hexagon,high,high,40.6,24.53,1,hexagon,low,medium,60.8,43.95,Да
0,star,low,medium,62.47,7.68,1,star,low,medium,34.34,53.83,Да
0,star,low,medium,9.63,75.17,0,hexagon,medium,high,34.32,48.13,Да
0,triangle,high,low,77.7,31.28,1,hexagon,high,low,64.48,96.8,Да
0,square,medium,low,10.05,72.98,0,triangle,high,high,55.45,7.85,Нет
1,square,low,medium,86.15,76.27,0,triangle,low,high,71.86,26.5,Да
1,hexagon,medium,medium,10.66,23.75,1,hexagon,high,high,94.14,96.86,Нет
0,hexagon,medium,low,89.09,51.84,0,star,low,low,77.96,44.53,Да
0,hexagon,high,high,36.38,51.96,0,triangle,medium,high,30.43,57.12,Да
0,triangle,medium,low,62.45,87.14,0,triangle,medium,low,75.91,8.1,Нет
1,triangle,medium,medium,84.66,2.56,1,hexagon,medium,low,45.0,28.41,Да
1,hexagon,medium,high,1.02,31.68,0,star,low,medium,77.77,3.97,Да
0,square,high,medium,26.57,88.25,0,hexagon,high,low,88.66,13.75,Нет
1,circle,low,medium,90.83,23.68,0,circle,medium,low,24.99,63.33,Нет
0,hexagon,high,medium,38.82,13.69,1,circle,high,medium,23.86,76.36,Да
1,square,high,high,70.64,57.61,1,star,high,high,43.26,87.01,Да
0,square,high,medium,14.0,30.59,0,circle,low,medium,5.15,25.15,Да
1,star,low,high,67.84,46.73,0,star,low,medium,68.57,33.29,Да
0,circle,medium,low,7.32,82.0,1,circle,high,medium,74.97,56.94,Нет
1,hexagon,low,high,71.73,52.07,0,square,high,low,34.54,8.37,Да
1,circle,medium,medium,32.38,51.59,0,triangle,medium,medium,46.53,80.67,Да
0,hexagon,low,medium,46.58,27.82,1,hexagon,medium,low,59.04,48.33,Да
0,circle,high,low,16.63,79.29,0,star,medium,low,7.36,96.55,Да
0,circle,high,low,62.78,73.98,0,circle,high,low,71.13,11.73,Нет
1,square,medium,low,33.76,23.41,0,square,low,low,52.67,13.33,Да
0,circle,high,high,38.34,32.0,1,circle,high,high,62.43,34.86,Да
0,circle,high,high,65.22,78.86,1,square,medium,low,72.38,20.68,Да
0,hexagon,low,high,17.89,35.77,1,hexagon,medium,low,67.56,69.66,Нет
0,square,medium,high,85.2,40.36,1,triangle,low,medium,9.53,94.68,Да
1,circle,low,low,73.93,36.44,0,triangle,high,medium,78.26,8.99,Да
0,square,low,medium,57.77,16.16,1,square,medium,low,61.0,24.22,Да
0,square,high,medium,12.83,34.09,1,circle,low,high,71.49,23.79,Да
1,triangle,low,high,68.71,80.29,1,triangle,medium,high,26.15,50.91,Да
0,hexagon,medium,low,1.81,49.11,0,circle,low,medium,22.14,45.2,Да
0,triangle,high,low,80.44,45.82,0,star,high,high,82.61,72.69,Да
0,square,medium,low,30.38,15.64,1,circle,low,medium,39.04,73.26,Да
0,circle,medium,medium,11.72,17.76,0,star,high,high,57.53,57.28,Нет
0,hexagon,medium,medium,16.45,4.3,1,star,high,high,55.16,59.1,Да
0,star,medium,high,96.31,1.4,0,triangle,medium,high,58.52,84.23,Нет
0,hexagon,low,medium,77.38,48.8,1,star,high,medium,6.95,39.69,Да
1,triangle,high,low,23.79,40.92,0,circle,medium,medium,30.25,1.23,Да
1,hexagon,low,medium,96.35,27.54,1,hexagon,medium,low,6.65,21.3,Нет
0,circle,high,medium,14.01,99.0,0,circle,high,low,48.02,3.54,Нет
0,hexagon,low,medium,73.35,39.8,0,square,low,high,90.21,39.35,Да
1,star,high,high,65.67,78.88,1,square,high,high,38.92,35.78,Да
0,triangle,medium,medium,82.15,21.05,1,circle,high,high,78.24,9.86,Да
1,triangle,medium,high,38.17,24.7,0,square,low,medium,28.72,75.5,Да
1,square,low,medium,40.18,56.84,0,hexagon,medium,high,85.63,55.31,Да
0,triangle,low,high,62.46,0.4,1,square,medium,low,41.95,22.57,Да
1,star,medium,low,39.82,1.74,1,triangle,high,high,35.52,75.91,Да
1,star,low,low,4.14,14.22,0,hexagon,low,low,69.75,66.79,Нет
0,triangle,low,low,72.97,22.31,0,triangle,low,high,51.28,19.16,Да
0,hexagon,high,high,64.09,52.78,1,triangle,low,high,33.73,98.29,Да
0,star,high,low,42.37,68.62,1,hexagon,low,high,5.81,17.74,Да
0,triangle,high,high,30.28,31.19,0,triangle,high,low,16.66,77.17,Да
0,triangle,low,high,32.07,23.91,0,square,high,low,77.23,96.83,Нет
0,hexagon,medium,high,74.1,82.28,0,circle,medium,medium,92.07,72.55,Да
0,triangle,medium,low,72.92,16.28,1,hexagon,low,low,16.88,66.58,Да
0,circle,medium,high,81.89,67.83,0,circle,high,high,56.94,90.33,Да
0,square,medium,medium,76.22,93.13,1,hexagon,high,low,3.42,26.91,Да
0,star,high,low,75.79,23.22,0,hexagon,low,high,29.08,27.72,Да
0,hexagon,high,medium,25.18,8.7,0,triangle,low,high,44.88,64.12,Да
1,hexagon,low,low,10.16,97.98,1,circle,medium,low,73.59,88.21,Да
1,square,medium,high,76.18,27.08,1,square,low,medium,4.41,61.74,Нет
1,circle,low,high,9.86,27.57,1,circle,medium,low,78.12,97.7,Нет
0,square,medium,high,98.21,48.38,0,hexagon,medium,low,20.26,22.29,Нет
0,triangle,medium,low,87.51,23.11,0,square,low,high,75.95,82.59,Нет
1,hexagon,low,low,53.35,99.29,1,triangle,low,low,62.55,92.73,Да
1,triangle,high,high,35.22,4.3,0,square,high,medium,33.96,42.7,Да
1,hexagon,low,low,52.68,45.15,1,square,low,high,72.38,96.2,Да
1,hexagon,low,medium,73.43,54.83,0,circle,low,low,23.63,20.21,Нет
1,triangle,medium,high,75.63,46.7,0,hexagon,medium,medium,21.97,95.28,Да
1,square,high,medium,7.37,52.05,1,hexagon,low,high,6.17,90.28,Да
0,star,low,medium,80.49,98.76,1,hexagon,high,medium,39.31,6.61,Да
1,star,high,low,64.15,87.69,1,star,high,medium,9.77,52.13,Нет
1,square,high,medium,4.06,30.84,0,triangle,low,high,41.95,52.88,Да
0,circle,high,high,31.32,55.15,0,circle,low,low,0.98,5.7,Да
0,square,high,medium,51.06,0.03,0,hexagon,medium,medium,15.51,3.95,Да
1,square,medium,low,18.85,40.96,0,square,low,high,93.24,0.51,Нет
0,square,medium,low,15.52,16.39,1,star,medium,low,79.56,52.45,Да
1,star,medium,high,1.43,71.14,1,triangle,low,medium,23.62,46.38,Да
1,hexagon,medium,high,91.16,22.11,0,hexagon,medium,high,71.83,94.05,Нет
0,circle,medium,high,5.61,74.89,1,star,high,medium,66.85,34.23,Да
0,circle,low,high,36.6,31.32,0,triangle,low,low,17.69,65.82,Да
0,circle,high,high,20.58,92.58,1,square,low,low,37.11,0.76,Да
1,triangle,medium,medium,74.1,44.54,1,star,medium,low,91.37,66.35,Да
1,square,high,medium,70.72,83.95,0,circle,medium,high,73.87,91.35,Да
0,hexagon,medium,low,80.62,62.82,0,triangle,low,low,76.03,35.48,Да
1,hexagon,medium,medium,61.68,97.74,1,star,medium,low,56.39,31.41,Да
1,triangle,low,high,59.17,74.27,0,star,low,high,66.55,62.6,Да
0,star,high,high,40.71,72.77,1,triangle,high,low,50.87,32.86,Да
0,triangle,medium,low,63.64,26.49,0,star,medium,low,74.09,40.24,Да
1,triangle,medium,high,11.52,50.49,1,star,low,low,73.27,27.31,Да
1,square,low,low,68.45,29.01,0,triangle,high,high,3.11,34.49,Да
0,star,high,medium,10.39,1.93,1,square,low,low,63.18,67.94,Да
0,triangle,high,medium,86.17,71.06,0,circle,low,medium,62.98,92.24,Да
0,hexagon,medium,medium,50.57,23.58,1,triangle,high,high,6.73,58.31,Да
0,square,low,low,53.04,39.73,1,hexagon,medium,medium,41.04,1.0,Да
0,star,low,high,58.49,28.46,0,star,high,high,89.88,26.39,Да
1,hexagon,medium,low,77.61,19.96,1,circle,low,high,95.34,95.22,Да
0,circle,high,medium,47.85,6.71,0,circle,high,high,78.22,91.03,Нет
1,square,medium,low,42.76,33.79,0,triangle,low,medium,15.15,11.56,Да
1,hexagon,high,high,28.83,8.17,1,hexagon,high,low,37.47,90.84,Нет
1,triangle,low,low,12.8,54.03,0,hexagon,medium,low,18.26,96.45,Да
1,triangle,medium,medium,19.03,1.96,0,square,high,low,65.21,32.46,Да
0,square,medium,high,0.05,94.0,0,hexagon,high,low,77.31,70.1,Нет
1,star,medium,medium,86.94,96.65,0,triangle,medium,high,88.38,56.0,Да
1,triangle,high,high,76.5,30.47,0,circle,low,high,86.06,33.7,Да
0,hexagon,high,high,21.87,26.02,1,circle,high,medium,9.92,15.33,Да
1,circle,low,medium,0.24,10.44,0,hexagon,low,low,12.57,36.69,Да
0,star,high,medium,49.21,90.49,0,star,high,high,90.97,92.78,Да
0,square,high,medium,41.26,58.69,1,square,medium,low,84.38,81.12,Да
0,triangle,medium,low,77.6,61.01,0,hexagon,high,low,46.04,33.07,Да
1,star,low,medium,40.29,89.59,0,triangle,low,medium,43.01,54.77,Да
1,circle,low,high,86.41,91.08,1,square,low,high,55.28,40.6,Да
1,star,medium,low,9.58,82.83,1,hexagon,medium,low,59.66,46.62,Да
1,star,high,low,36.59,77.34,1,square,low,medium,25.42,76.12,Да
1,square,high,low,93.39,87.72,0,star,medium,medium,40.37,54.3,Да
0,circle,medium,low,1.17,87.6,0,triangle,medium,low,61.97,18.1,Нет
0,circle,medium,low,39.08,36.86,1,hexagon,low,low,20.63,26.9,Да
1,star,high,low,25.97,97.34,1,circle,low,medium,99.88,56.78,Да
1,triangle,low,medium,53.19,70.91,1,triangle,medium,medium,28.29,69.28,Да
1,star,medium,high,27.88,37.02,0,star,low,low,55.24,50.81,Да
1,hexagon,high,medium,86.99,44.2,1,star,medium,low,55.42,62.02,Да
0,triangle,medium,high,93.71,68.71,0,circle,high,medium,45.15,78.94,Да
1,square,low,low,84.91,36.11,1,triangle,low,high,24.15,54.54,Нет
1,circle,low,medium,39.86,82.66,0,hexagon,low,medium,56.54,97.72,Да
1,triangle,high,medium,98.99,14.81,1,circle,medium,medium,9.1,23.56,Да
1,square,low,medium,73.5,90.76,1,hexagon,high,high,38.69,91.97,Да
1,star,medium,high,35.56,30.12,1,square,high,low,22.43,24.77,Да
0,square,low,low,9.37,15.27,1,hexagon,low,medium,12.42,53.16,Да
0,hexagon,high,low,66.7,85.8,0,square,medium,low,92.55,45.59,Да
0,square,medium,low,72.86,23.95,1,hexagon,medium,high,69.99,37.29,Да
1,triangle,low,high,12.25,84.34,1,square,low,medium,16.88,96.27,Да
1,circle,low,medium,54.97,29.63,1,triangle,high,low,94.94,27.23,Да
0,triangle,low,high,98.71,93.39,0,star,medium,low,21.6,67.49,Нет
0,triangle,high,low,32.62,21.91,1,triangle,medium,low,23.56,80.41,Да
1,circle,high,high,30.19,6.96,1,circle,low,low,13.33,19.7,Да
1,hexagon,low,high,90.33,93.65,1,triangle,low,low,72.79,97.32,Да
0,triangle,medium,high,11.74,16.56,0,triangle,high,low,57.09,54.66,Да
0,circle,low,low,93.35,94.41,0,star,high,medium,5.83,91.45,Нет
0,circle,medium,medium,77.95,82.4,0,triangle,medium,medium,2.53,66.39,Нет
0,triangle,medium,low,39.08,8.19,0,circle,low,high,53.27,64.94,Да
1,circle,high,high,8.35,44.51,0,triangle,low,low,65.15,34.56,Да
0,star,low,medium,1.92,7.34,0,triangle,low,high,82.29,77.06,Нет
0,triangle,high,medium,37.58,32.98,1,triangle,high,medium,47.83,2.98,Да
1,hexagon,low,low,70.54,35.15,0,triangle,high,high,67.65,55.58,Да
0,star,medium,low,48.75,59.96,1,star,medium,medium,73.37,3.21,Нет
1,hexagon,high,medium,73.87,97.59,1,star,low,medium,61.31,30.69,Да
0,triangle,high,high,67.06,16.98,1,circle,high,high,35.22,9.63,Да
0,square,high,low,57.29,32.92,0,circle,low,medium,13.19,91.16,Нет
1,circle,medium,medium,96.75,58.71,0,circle,high,medium,64.75,62.83,Да
0,star,high,medium,72.84,17.14,1,triangle,low,high,76.87,66.85,Да
1,triangle,low,high,91.46,71.07,1,hexagon,medium,high,18.98,85.11,Да
1,circle,low,medium,24.22,40.37,1,triangle,high,low,49.49,73.3,Да
0,square,medium,low,71.36,94.96,0,hexagon,high,high,39.72,12.42,Нет
1,hexagon,high,medium,59.78,62.99,1,circle,medium,medium,20.57,61.75,Да
1,triangle,low,high,92.43,36.31,1,triangle,medium,low,24.53,97.82,Нет
1,triangle,high,high,51.05,71.95,1,circle,low,medium,23.77,21.41,Да
0,square,low,high,27.96,83.88,0,star,high,high,41.89,61.97,Да
1,hexagon,medium,low,38.48,80.05,0,circle,low,medium,39.05,56.36,Да
0,triangle,low,low,21.88,26.28,0,triangle,low,high,55.42,39.16,Да
1,circle,low,low,22.0,41.7,0,star,low,high,9.32,95.46,Да
1,square,low,medium,47.04,45.22,0,star,high,high,58.13,35.64,Да
1,triangle,medium,high,89.26,38.84,1,hexagon,medium,low,2.18,9.37,Да
1,hexagon,low,high,19.19,31.09,1,square,low,high,25.74,96.25,Нет
1,star,medium,high,28.79,75.27,1,star,high,medium,50.21,72.92,Да
1,triangle,medium,low,85.3,1.22,0,square,low,low,68.69,34.24,Да
0,hexagon,low,high,33.93,29.35,1,circle,medium,low,77.13,28.05,Да
0,square,high,medium,96.24,14.16,0,circle,medium,low,3.56,92.8,Нет
0,hexagon,low,medium,26.89,12.88,0,star,high,medium,53.75,27.35,Да
1,hexagon,medium,low,44.21,27.7,1,hexagon,high,high,35.44,53.72,Да
0,square,high,low,9.56,76.22,1,circle,medium,low,69.49,21.5,Да
1,star,low,low,99.22,96.94,1,square,high,high,28.38,99.52,Да
0,circle,low,high,89.01,51.46,0,star,medium,high,74.37,76.95,Да
1,star,low,high,81.76,33.9,1,star,low,medium,60.22,56.76,Да
0,circle,low,high,15.73,82.92,1,hexagon,medium,low,78.97,74.58,Да
0,circle,low,medium,96.94,6.71,1,star,low,medium,98.44,91.64,Нет
0,circle,high,medium,92.92,9.32,0,triangle,high,low,90.86,96.31,Нет
0,triangle,low,high,43.57,34.54,0,square,low,low,59.33,78.6,Да
1,star,medium,medium,68.16,44.84,1,triangle,medium,high,89.38,84.91,Да
1,hexagon,medium,medium,99.25,79.78,0,triangle,high,high,15.31,39.78,Да
1,triangle,high,low,40.97,92.53,1,square,high,low,4.3,39.18,Да
0,square,medium,high,11.3,53.13,0,star,medium,low,53.31,80.83,Да
1,square,high,medium,86.78,49.56,1,star,high,high,97.44,75.96,Да
1,circle,medium,medium,47.65,21.3,0,triangle,medium,low,70.97,90.1,Да
0,triangle,high,high,98.7,45.12,0,square,low,low,30.51,13.3,Нет
0,triangle,low,high,55.09,92.36,1,circle,low,low,66.88,69.08,Да
0,square,medium,low,2.95,39.29,0,square,high,medium,3.99,64.76,Да
0,hexagon,medium,low,49.17,21.07,1,triangle,medium,low,47.06,79.85,Да
1,star,high,high,71.81,33.73,1,square,medium,low,23.73,2.46,Да
0,star,high,medium,2.6,51.46,1,square,low,high,4.92,82.63,Да
1,circle,high,low,41.34,59.86,0,circle,low,high,24.99,32.64,Да
0,circle,medium,high,15.56,43.24,0,hexagon,high,medium,72.25,68.71,Нет
0,circle,high,low,64.31,75.85,1,hexagon,medium,high,55.12,61.66,Да
0,square,low,medium,95.73,58.45,1,circle,high,low,2.34,44.02,Да
0,square,high,medium,62.46,66.5,0,square,high,medium,40.97,74.6,Да
1,star,low,high,69.49,86.29,1,triangle,high,low,75.22,96.12,Да
0,circle,low,low,39.66,86.57,1,circle,medium,low,95.46,32.35,Нет
0,triangle,high,medium,56.31,20.35,1,hexagon,low,low,87.44,74.84,Да
1,hexagon,low,medium,54.39,62.33,1,hexagon,medium,medium,0.15,31.45,Нет
0,square,low,low,75.96,71.66,0,circle,medium,high,21.87,84.57,Да
1,circle,low,high,85.69,14.59,1,square,medium,high,20.77,43.73,Да
1,circle,high,low,66.29,84.28,0,star,high,high,41.31,44.93,Да
1,square,high,low,97.98,18.05,0,triangle,high,low,64.58,77.19,Да
0,star,low,low,82.83,79.93,0,star,medium,medium,15.31,49.62,Нет
1,star,medium,low,12.46,16.15,0,triangle,high,high,91.57,26.66,Да
0,star,low,low,50.75,74.18,1,star,high,medium,77.71,99.55,Да
1,star,high,medium,90.32,14.81,1,star,low,medium,41.93,62.02,Нет
1,triangle,low,high,94.39,37.88,1,triangle,medium,low,58.4,64.51,Да
0,circle,low,high,38.02,14.35,1,triangle,medium,medium,54.18,64.66,Да
1,star,high,medium,72.57,27.07,0,hexagon,high,high,58.22,88.34,Да
0,star,high,high,41.05,98.45,0,square,medium,high,86.01,18.39,Нет
1,hexagon,medium,high,12.37,10.77,0,square,medium,medium,20.01,5.92,Да
0,hexagon,low,low,88.46,40.65,1,hexagon,medium,medium,68.37,38.67,Да
0,circle,low,high,93.2,67.69,0,star,medium,medium,10.7,56.49,Нет
1,square,low,low,50.48,9.46,0,triangle,high,medium,45.92,28.57,Да
1,star,medium,high,1.83,10.9,1,circle,low,high,63.58,68.92,Да
0,triangle,medium,medium,81.6,14.33,0,star,high,high,1.25,7.39,Нет
1,hexagon,low,high,47.7,64.5,0,square,low,low,10.81,79.07,Да
0,star,high,medium,7.5,90.93,1,triangle,medium,medium,9.13,71.81,Да
1,square,low,low,18.94,82.6,0,hexagon,medium,high,37.47,21.39,Да
0,triangle,low,low,15.21,98.31,0,star,medium,medium,62.2,29.85,Нет
0,hexagon,low,low,68.63,57.81,0,circle,medium,high,99.6,80.7,Да
1,square,high,low,29.94,96.15,0,star,medium,low,25.41,77.33,Да
0,square,medium,medium,12.77,30.49,0,hexagon,medium,high,13.6,81.38,Да
0,triangle,medium,high,91.76,42.15,1,circle,medium,high,41.48,32.22,Да
1,triangle,low,low,95.65,39.6,0,star,low,low,14.6,96.96,Нет
1,hexagon,low,low,13.86,4.74,0,hexagon,high,medium,2.45,71.53,Нет
0,triangle,low,low,23.02,82.97,1,star,medium,high,56.4,6.52,Да
1,star,high,medium,59.21,2.47,1,triangle,medium,low,87.96,47.77,Да
0,triangle,low,medium,15.05,72.99,0,star,medium,low,86.09,66.45,Нет
0,square,high,medium,15.86,40.71,1,hexagon,low,low,10.08,16.87,Да
1,triangle,low,high,33.66,0.62,0,square,medium,high,14.75,90.18,Да
1,hexagon,low,high,94.92,28.99,0,hexagon,high,medium,49.11,75.41,Нет
1,star,low,low,96.24,34.61,1,star,low,high,36.77,8.14,Нет
0,triangle,medium,medium,84.18,96.47,0,triangle,low,high,70.31,91.32,Да
1,star,low,high,69.57,66.11,1,square,medium,high,49.49,40.44,Да
0,triangle,low,high,72.07,54.36,0,hexagon,low,low,2.01,45.25,Нет
1,star,low,medium,46.96,12.71,1,square,medium,medium,28.46,78.31,Да
0,triangle,low,high,53.02,39.11,1,triangle,high,high,90.15,64.4,Да
0,triangle,high,medium,63.45,3.58,0,circle,high,medium,51.15,43.75,Да
1,circle,high,medium,73.13,76.17,1,square,low,high,79.79,25.96,Да
0,square,low,medium,9.68,16.28,0,hexagon,low,medium,40.23,51.69,Да
0,hexagon,high,low,22.49,59.44,0,triangle,medium,low,67.7,57.92,Да
0,hexagon,low,high,96.29,69.94,0,hexagon,low,medium,16.9,63.09,Нет
1,circle,low,low,33.51,36.65,0,triangle,high,low,73.65,60.51,Да
0,triangle,high,medium,26.85,63.26,1,hexagon,low,low,78.66,61.73,Да
1,square,high,high,42.19,76.42,0,triangle,high,medium,9.01,47.57,Да
0,star,low,high,29.09,18.41,1,star,medium,high,18.33,56.19,Да
0,circle,medium,low,9.12,60.09,1,hexagon,high,high,46.29,28.86,Да
1,hexagon,low,low,20.8,73.39,0,triangle,low,high,63.74,15.84,Нет
0,hexagon,low,high,64.02,35.7,0,circle,high,high,63.75,60.69,Да
0,hexagon,medium,low,22.32,16.25,0,triangle,high,medium,66.82,4.7,Да
0,triangle,high,low,64.77,28.61,0,circle,low,high,71.44,6.52,Да
1,star,medium,medium,10.01,93.31,1,square,medium,high,50.58,24.73,Да
1,star,low,high,4.19,35.74,1,triangle,high,low,57.49,19.43,Да
1,star,high,medium,86.16,10.77,1,square,low,medium,0.84,37.41,Да
0,triangle,medium,medium,76.0,8.27,0,square,high,low,16.66,37.13,Нет
1,hexagon,medium,high,66.6,18.05,0,star,high,low,49.86,11.69,Да
0,hexagon,low,high,3.09,12.75,0,triangle,high,high,74.56,24.65,Нет
0,triangle,medium,medium,23.94,49.5,1,star,medium,high,80.89,0.46,Да
0,square,low,high,81.23,34.76,0,star,high,medium,72.89,35.1,Да
1,triangle,high,medium,14.47,84.14,1,square,low,low,48.64,79.64,Да
1,triangle,medium,medium,81.29,88.11,0,hexagon,low,high,28.13,26.62,Да
1,hexagon,high,low,58.42,47.33,1,square,high,low,44.47,64.33,Да
0,star,high,medium,74.04,88.85,0,square,medium,high,0.93,9.83,Нет
1,hexagon,low,high,64.45,45.05,0,circle,low,high,59.8,1.23,Да
1,square,medium,medium,41.7,64.2,1,hexagon,medium,high,7.46,49.84,Да
0,circle,high,medium,29.2,16.25,1,square,medium,high,14.54,46.15,Да
1,circle,medium,high,67.27,5.26,1,hexagon,low,medium,62.6,19.15,Да
1,triangle,medium,high,80.69,16.01,1,circle,low,low,1.33,28.66,Да
1,circle,medium,low,4.47,25.18,1,hexagon,medium,low,57.36,3.07,Да
1,star,medium,high,37.99,75.1,1,triangle,high,medium,63.84,79.78,Да
1,hexagon,high,medium,35.07,17.35,1,circle,medium,medium,78.83,30.13,Да
1,square,medium,high,55.95,13.07,1,hexagon,low,medium,6.8,21.95,Да
0,square,low,high,11.39,92.76,1,star,medium,high,0.29,80.47,Да
0,square,low,low,93.34,68.88,1,hexagon,low,high,76.69,3.93,Нет
0,hexagon,medium,medium,54.85,47.33,1,circle,high,low,29.01,28.45,Да
1,star,medium,low,92.38,9.5,0,star,high,medium,88.72,26.28,Да
1,square,low,low,81.69,85.18,1,hexagon,high,low,18.5,26.3,Да
0,circle,medium,medium,19.16,10.83,1,hexagon,high,medium,58.55,1.15,Да
0,star,high,high,13.23,61.1,1,circle,high,low,10.94,93.47,Да
1,star,medium,medium,86.13,66.77,1,star,low,medium,40.27,86.41,Да
1,star,medium,low,53.61,40.01,1,star,medium,medium,88.21,41.45,Да
